Bug ID,Version Index,Version Name,Days from Version to Ticket Creation,LOC touched from Version to Ticket Creation,Bugginess
DIRSTUDIO-395,9,1.3.0,0,0,No
DIRSTUDIO-395,8,1.2.0,58,3058,Yes
DIRSTUDIO-395,7,1.1.0,167,4353,No
DIRSTUDIO-395,6,1.0.1,369,4353,No
DIRSTUDIO-395,5,1.0.0,383,4353,No
DIRSTUDIO-395,4,0.8.1,425,4353,No
DIRSTUDIO-395,3,0.8.0,506,4353,No
DIRSTUDIO-395,2,0.7.0,534,4353,No
DIRSTUDIO-395,1,0.6.0,586,4353,No
DIRSTUDIO-495,11,1.5.0,0,0,No
DIRSTUDIO-495,10,1.4.0,181,103,Yes
DIRSTUDIO-495,9,1.3.0,318,782,No
DIRSTUDIO-495,8,1.2.0,440,782,No
DIRSTUDIO-495,7,1.1.0,549,782,No
DIRSTUDIO-495,6,1.0.1,751,782,No
DIRSTUDIO-495,5,1.0.0,765,782,No
DIRSTUDIO-495,4,0.8.1,807,782,No
DIRSTUDIO-495,3,0.8.0,888,782,No
DIRSTUDIO-495,2,0.7.0,916,782,No
DIRSTUDIO-495,1,0.6.0,968,782,No
DIRSTUDIO-370,11,1.5.0,0,0,No
DIRSTUDIO-370,10,1.4.0,185,72,Yes
DIRSTUDIO-370,9,1.3.0,322,72,Yes
DIRSTUDIO-370,8,1.2.0,444,72,Yes
DIRSTUDIO-370,7,1.1.0,553,72,No
DIRSTUDIO-370,6,1.0.1,755,72,No
DIRSTUDIO-370,5,1.0.0,769,72,No
DIRSTUDIO-370,4,0.8.1,811,72,No
DIRSTUDIO-370,3,0.8.0,892,72,No
DIRSTUDIO-370,2,0.7.0,920,72,No
DIRSTUDIO-370,1,0.6.0,972,72,No
DIRSTUDIO-490,11,1.5.0,0,0,No
DIRSTUDIO-490,10,1.4.0,35,132,Yes
DIRSTUDIO-490,9,1.3.0,172,481,No
DIRSTUDIO-490,8,1.2.0,294,499,No
DIRSTUDIO-490,7,1.1.0,403,556,No
DIRSTUDIO-490,6,1.0.1,605,556,No
DIRSTUDIO-490,5,1.0.0,619,556,No
DIRSTUDIO-490,4,0.8.1,661,556,No
DIRSTUDIO-490,3,0.8.0,742,556,No
DIRSTUDIO-490,2,0.7.0,770,556,No
DIRSTUDIO-490,1,0.6.0,822,556,No
DIRSTUDIO-499,11,1.5.0,0,0,No
DIRSTUDIO-499,10,1.4.0,181,40,Yes
DIRSTUDIO-499,9,1.3.0,318,63,No
DIRSTUDIO-499,8,1.2.0,440,179,No
DIRSTUDIO-499,7,1.1.0,549,210,No
DIRSTUDIO-499,6,1.0.1,751,426,No
DIRSTUDIO-499,5,1.0.0,765,426,No
DIRSTUDIO-499,4,0.8.1,807,426,No
DIRSTUDIO-499,3,0.8.0,888,426,No
DIRSTUDIO-499,2,0.7.0,916,426,No
DIRSTUDIO-499,1,0.6.0,968,426,No
DIRSTUDIO-497,11,1.5.0,0,0,No
DIRSTUDIO-497,10,1.4.0,115,48,Yes
DIRSTUDIO-497,9,1.3.0,252,309,No
DIRSTUDIO-497,8,1.2.0,374,316,No
DIRSTUDIO-497,7,1.1.0,483,350,No
DIRSTUDIO-497,6,1.0.1,685,354,No
DIRSTUDIO-497,5,1.0.0,699,354,No
DIRSTUDIO-497,4,0.8.1,741,354,No
DIRSTUDIO-497,3,0.8.0,822,354,No
DIRSTUDIO-497,2,0.7.0,850,354,No
DIRSTUDIO-497,1,0.6.0,902,354,No
DIRSTUDIO-484,11,1.5.0,0,0,No
DIRSTUDIO-484,10,1.4.0,11,92,Yes
DIRSTUDIO-484,9,1.3.0,148,1116,No
DIRSTUDIO-484,8,1.2.0,270,1540,No
DIRSTUDIO-484,7,1.1.0,379,1641,No
DIRSTUDIO-484,6,1.0.1,581,1662,No
DIRSTUDIO-484,5,1.0.0,595,1662,No
DIRSTUDIO-484,4,0.8.1,637,1662,No
DIRSTUDIO-484,3,0.8.0,718,1662,No
DIRSTUDIO-484,2,0.7.0,746,1662,No
DIRSTUDIO-484,1,0.6.0,798,1662,No
DIRSTUDIO-483,11,1.5.0,0,0,No
DIRSTUDIO-483,10,1.4.0,10,89,Yes
DIRSTUDIO-483,9,1.3.0,147,4315,No
DIRSTUDIO-483,8,1.2.0,269,5452,No
DIRSTUDIO-483,7,1.1.0,378,6438,No
DIRSTUDIO-483,6,1.0.1,580,6438,No
DIRSTUDIO-483,5,1.0.0,594,6438,No
DIRSTUDIO-483,4,0.8.1,636,6438,No
DIRSTUDIO-483,3,0.8.0,717,6438,No
DIRSTUDIO-483,2,0.7.0,745,6438,No
DIRSTUDIO-483,1,0.6.0,797,6438,No
DIRSTUDIO-482,10,1.4.0,0,0,No
DIRSTUDIO-482,9,1.3.0,135,384,Yes
DIRSTUDIO-482,8,1.2.0,257,384,No
DIRSTUDIO-482,7,1.1.0,366,388,No
DIRSTUDIO-482,6,1.0.1,568,626,No
DIRSTUDIO-482,5,1.0.0,582,626,No
DIRSTUDIO-482,4,0.8.1,624,626,No
DIRSTUDIO-482,3,0.8.0,705,626,No
DIRSTUDIO-482,2,0.7.0,733,626,No
DIRSTUDIO-482,1,0.6.0,785,626,No
DIRSTUDIO-481,11,1.5.0,0,0,No
DIRSTUDIO-481,10,1.4.0,201,1087,Yes
DIRSTUDIO-481,9,1.3.0,338,1193,Yes
DIRSTUDIO-481,8,1.2.0,460,1660,No
DIRSTUDIO-481,7,1.1.0,569,1660,No
DIRSTUDIO-481,6,1.0.1,771,1660,No
DIRSTUDIO-481,5,1.0.0,785,1660,No
DIRSTUDIO-481,4,0.8.1,827,1660,No
DIRSTUDIO-481,3,0.8.0,908,1660,No
DIRSTUDIO-481,2,0.7.0,936,1660,No
DIRSTUDIO-481,1,0.6.0,988,1660,No
DIRSTUDIO-489,11,1.5.0,0,0,No
DIRSTUDIO-489,10,1.4.0,34,561,Yes
DIRSTUDIO-489,9,1.3.0,171,2084,No
DIRSTUDIO-489,8,1.2.0,293,3607,No
DIRSTUDIO-489,7,1.1.0,402,3979,No
DIRSTUDIO-489,6,1.0.1,604,4161,No
DIRSTUDIO-489,5,1.0.0,618,4161,No
DIRSTUDIO-489,4,0.8.1,660,4161,No
DIRSTUDIO-489,3,0.8.0,741,4161,No
DIRSTUDIO-489,2,0.7.0,769,4161,No
DIRSTUDIO-489,1,0.6.0,821,4161,No
DIRSTUDIO-488,11,1.5.0,0,0,No
DIRSTUDIO-488,10,1.4.0,180,584,Yes
DIRSTUDIO-488,9,1.3.0,317,1225,No
DIRSTUDIO-488,8,1.2.0,439,2317,No
DIRSTUDIO-488,7,1.1.0,548,2334,No
DIRSTUDIO-488,6,1.0.1,750,2461,No
DIRSTUDIO-488,5,1.0.0,764,2461,No
DIRSTUDIO-488,4,0.8.1,806,2461,No
DIRSTUDIO-488,3,0.8.0,887,2461,No
DIRSTUDIO-488,2,0.7.0,915,2461,No
DIRSTUDIO-488,1,0.6.0,967,2461,No
DIRSTUDIO-486,11,1.5.0,0,0,No
DIRSTUDIO-486,10,1.4.0,26,29,Yes
DIRSTUDIO-486,9,1.3.0,163,1126,No
DIRSTUDIO-486,8,1.2.0,285,1470,No
DIRSTUDIO-486,7,1.1.0,394,1476,No
DIRSTUDIO-486,6,1.0.1,596,1476,No
DIRSTUDIO-486,5,1.0.0,610,1476,No
DIRSTUDIO-486,4,0.8.1,652,1476,No
DIRSTUDIO-486,3,0.8.0,733,1476,No
DIRSTUDIO-486,2,0.7.0,761,1476,No
DIRSTUDIO-486,1,0.6.0,813,1476,No
DIRSTUDIO-594,12,1.5.1,0,0,No
DIRSTUDIO-594,11,1.5.0,13,4,Yes
DIRSTUDIO-594,10,1.4.0,223,110,No
DIRSTUDIO-594,9,1.3.0,360,237,No
DIRSTUDIO-594,8,1.2.0,482,244,No
DIRSTUDIO-594,7,1.1.0,591,255,No
DIRSTUDIO-594,6,1.0.1,793,255,No
DIRSTUDIO-594,5,1.0.0,807,255,No
