Bug ID,Version Index,Version Name,Days from Version to FV,LOC touched from Version to FV,Bugginess
WICKET-2394,30,1.4.1,0,0,No
WICKET-2394,29,1.4.0,7,2,Yes
WICKET-2394,28,1.4-RC7,13,2,Yes
WICKET-2394,27,1.4-RC6,24,2,Yes
WICKET-2394,26,1.4-RC5,46,2,Yes
WICKET-2394,25,1.4-RC4,73,2,Yes
WICKET-2394,24,1.3.6,81,2,Yes
WICKET-2394,23,1.4-RC2,167,2,Yes
WICKET-2394,22,1.4-RC1,252,815,Yes
WICKET-2394,21,1.3.5,278,815,Yes
WICKET-2394,20,1.4-M3,374,815,Yes
WICKET-2394,19,1.3.4,392,815,Yes
WICKET-2394,18,1.4-M2,416,815,Yes
WICKET-2394,17,1.4-M1,447,815,Yes
WICKET-2394,16,1.3.3,473,815,No
WICKET-2394,15,1.2.7,487,815,No
WICKET-2394,14,1.3.2,497,815,No
WICKET-2394,13,1.3.1,534,815,No
WICKET-2394,12,1.3.0-final,568,815,No
WICKET-2394,11,1.3.0-rc2,588,815,No
WICKET-2394,10,1.3.0-rc1,620,815,No
WICKET-2394,9,1.3.0-beta4,652,815,No
WICKET-2394,8,1.3.0-beta3,695,815,No
WICKET-2394,7,1.3.0-beta2,759,815,No
WICKET-2394,6,1.3.0-beta1,813,815,No
WICKET-2394,5,1.2.6,823,815,No
WICKET-2394,4,1.2.5,895,815,No
WICKET-2394,3,1.2.4,942,815,No
WICKET-2394,2,1.2.3,996,815,No
WICKET-2394,1,1.2.2,1061,815,No
WICKET-2397,30,1.4.1,0,0,No
WICKET-2397,29,1.4.0,25,2,Yes
WICKET-2397,28,1.4-RC7,31,40,Yes
WICKET-2397,27,1.4-RC6,42,40,Yes
WICKET-2397,26,1.4-RC5,64,40,Yes
WICKET-2397,25,1.4-RC4,91,40,Yes
WICKET-2397,24,1.3.6,99,40,Yes
WICKET-2397,23,1.4-RC2,185,40,Yes
WICKET-2397,22,1.4-RC1,270,164,Yes
WICKET-2397,21,1.3.5,296,166,Yes
WICKET-2397,20,1.4-M3,392,353,Yes
WICKET-2397,19,1.3.4,410,423,Yes
WICKET-2397,18,1.4-M2,434,423,Yes
WICKET-2397,17,1.4-M1,465,539,Yes
WICKET-2397,16,1.3.3,491,570,No
WICKET-2397,15,1.2.7,505,570,No
WICKET-2397,14,1.3.2,515,570,No
