Bug ID,Version Index,Version Name,Days from Version to Ticket Creation,LOC touched from Version to Ticket Creation,Bugginess
WICKET-4574,65,6.0.0-beta2,0,0,No
WICKET-4574,64,1.5.6,31,28,Yes
WICKET-4574,63,6.0.0-beta1,63,28,Yes
WICKET-4574,62,1.5.5,80,28,No
WICKET-4574,61,1.5.4,139,28,No
WICKET-4574,60,1.5.3,201,28,No
WICKET-4574,59,1.5.2,229,28,No
WICKET-4574,58,1.4.19,230,28,No
WICKET-4574,57,1.5.1,251,28,No
WICKET-4574,56,1.5.0,264,28,No
WICKET-4574,55,1.5-RC7,278,28,No
WICKET-4574,54,1.5-RC6,279,28,No
WICKET-4574,53,1.4.18,294,28,No
WICKET-4574,52,1.5-RC5.1,343,28,No
WICKET-4574,51,1.5-RC5,347,28,No
WICKET-4574,50,1.5-RC4,387,38,No
WICKET-4574,49,1.5-RC3,427,38,No
WICKET-4574,48,1.5-RC2,462,38,No
WICKET-4574,47,1.5-RC1,493,38,No
WICKET-4574,46,1.4.15,522,38,No
WICKET-4574,45,1.4.14,548,38,No
WICKET-4574,44,1.5-M3,571,38,No
WICKET-4574,43,1.4.13,573,38,No
WICKET-4574,42,1.5-M2.1,624,38,No
WICKET-4574,41,1.4.11,632,38,No
WICKET-4574,40,1.5-M1,660,38,No
WICKET-4574,39,1.4.10,661,38,No
WICKET-4574,38,1.4.9,737,38,No
WICKET-4574,37,1.4.8,765,38,No
WICKET-4574,36,1.4.7,817,38,No
WICKET-4574,35,1.4.6,853,38,No
WICKET-4574,34,1.4.5,894,38,No
WICKET-4574,33,1.4.4,903,38,No
WICKET-4574,32,1.4.3,953,38,No
WICKET-4574,31,1.4.2,974,38,No
WICKET-4574,30,1.4.1,1017,38,No
WICKET-4574,29,1.4.0,1047,38,No
WICKET-4574,28,1.4-RC7,1053,38,No
WICKET-4574,27,1.4-RC6,1064,38,No
WICKET-4574,26,1.4-RC5,1086,38,No
WICKET-4574,25,1.4-RC4,1113,38,No
WICKET-4574,24,1.3.6,1121,38,No
WICKET-4574,23,1.4-RC2,1207,38,No
WICKET-4574,22,1.4-RC1,1292,38,No
WICKET-4574,21,1.3.5,1318,38,No
WICKET-4574,20,1.4-M3,1414,38,No
WICKET-4574,19,1.3.4,1432,38,No
WICKET-4574,18,1.4-M2,1456,38,No
WICKET-4574,17,1.4-M1,1487,38,No
WICKET-4574,16,1.3.3,1513,38,No
WICKET-4574,15,1.2.7,1527,38,No
WICKET-4574,14,1.3.2,1537,38,No
WICKET-4574,13,1.3.1,1574,38,No
WICKET-4574,12,1.3.0-final,1608,38,No
WICKET-4574,11,1.3.0-rc2,1628,38,No
WICKET-4574,10,1.3.0-rc1,1660,38,No
WICKET-4574,9,1.3.0-beta4,1692,38,No
WICKET-4574,8,1.3.0-beta3,1735,38,No
WICKET-4574,7,1.3.0-beta2,1799,38,No
WICKET-4574,6,1.3.0-beta1,1853,38,No
WICKET-4574,5,1.2.6,1863,38,No
WICKET-4574,4,1.2.5,1935,38,No
WICKET-4574,3,1.2.4,1982,38,No
WICKET-4574,2,1.2.3,2036,38,No
WICKET-4574,1,1.2.2,2101,38,No
WICKET-3244,46,1.4.15,0,0,No
WICKET-3244,45,1.4.14,14,35,Yes
WICKET-3244,44,1.5-M3,37,35,Yes
WICKET-3244,43,1.4.13,39,35,Yes
WICKET-3244,42,1.5-M2.1,90,74,No
WICKET-3244,41,1.4.11,98,78,No
WICKET-3244,40,1.5-M1,126,165,No
WICKET-3244,39,1.4.10,127,165,No
WICKET-3244,38,1.4.9,203,165,No
WICKET-3244,37,1.4.8,231,165,No
WICKET-3244,36,1.4.7,283,169,No
