Project,Total Releases,Number Without Release Dates,,Percent Without Dates,Names of Releases Without Dates,List of Releases That Follow Missing Date Releases
ROCKETMQ,5,1,0.2,|5.0.0|,|5|
ROL,55,44,0.8,|0.9.0|0.9.1|0.9.2|0.9.3|0.9.4|0.9.4.1|0.9.5|0.9.6|0.9.6.1|0.9.6.2|0.9.6.3|0.9.6.4|0.9.6.5|0.9.7|0.9.7.1|0.9.7.2|0.9.7.3|0.9.7.4|0.9.8|0.9.8.1|0.9.8.2|0.9.9|1.0RC1|1.0RC2|1.0.0|1.0.1|1.1|1.1.1|1.1.2|1.2|1.3|2.0|2.1|2.0.1|2.2|2.3|2.3.1|3.0|3.1|3.1.1|4.0|4.0.1|5.2.3|6.0.0|,|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|12|12|
S4,6,4,0.6666666666666666,|0.4|0.6|generic|0.7|,|1|3|3|3|
SDAP,7,7,1.0,|0.1|0.2|0.3|0.4|0.5|1.0|1.1|,|1|1|1|1|1|1|1|
SCB,17,4,0.23529411764705882,|pack-0.4.0|java-chassis-1.2.0|service-center-1.2.0|saga-0.4.0|,|13|14|14|14|
STORM,34,9,0.2647058823529412,|0.9.3-rc2|2.0.0|1.x|0.10.3|3.0.0|1.0.7|1.2.3|1.1.4|2.0.1|,|6|11|16|16|23|25|26|26|26|
TAVERNA,19,9,0.47368421052631576,|language 0.16.0|workbench 3.1.0|osgi 0.3.0| mobile 1.0.0|command-line 3.2.0|common activities 2.2.0|engine 3.2.0|parent 4|server 3.2.0|,|8|10|10|11|11|11|11|11|11|
TENTACLES,0,0,NaN,|,|
TEZ,34,12,0.35294117647058826,|TEZ-2003|0.5.5|0.6.3|0.7.2|TEZ-3334|TEZ-1190|0.8.next|0.8.6|0.9.next|0.9.2|0.10.0|0.10.1|,|13|16|16|18|22|22|22|22|22|23|23|23|
MTOMCAT,12,5,0.4166666666666667,|2.3|2.4|3.0|backlog|moreinfo|,|8|8|8|8|8|
TRAFODION,15,11,0.7333333333333333,|0.6 (pre-incubation)|0.7 (pre-incubation)|0.8 (pre-incubation)|0.9 (pre-incubation)|1.0 (pre-incubation)|1.0.1 (pre-incubation)|1.1 (pre-incubation)|1.2-incubating|2.3|any|2.4|,|1|1|1|1|1|1|1|1|5|5|5|
TRAINING,0,0,NaN,|,|
TWILL,16,1,0.0625,|0.14.0|,|16|
UNOMI,6,2,0.3333333333333333,|2.0.0-incubating|1.4.0-incubating|,|5|5|
WHIRR,14,3,0.21428571428571427,|0.7.2|0.9.0|0.8.3|,|9|12|12|
WHISKER,2,2,1.0,|0.1|0.2|,|1|1|
APACHECON,0,0,NaN,|,|
MRM,46,7,0.15217391304347827,|1.3.10|ui-rewrite|Backlog|3.0.0|3.1.0|3.2.0|2.2.4|,|35|40|40|40|40|40|40|
ARIA,4,0,0.0,|,|
ARIES,279,114,0.40860215053763443,|0.4|blueprint-0.4.0|parent-0.5.0|testsupport.unit-0.4|quiesce.manager-0.3.1|quiesce.manager.itest-0.3.1|proxy uber bundle 0.4|proxy.api-0.4|proxy.impl-0.4|proxy.itests-0.4|blueprint uber bundle 0.4|blueprint.annotation.api-0.3.2|blueprint.annotation.impl-0.3.2|blueprint.annotation.itests-0.3.2|blueprint.cm-0.3.2|blueprint.core-0.4|blueprint.itests-0.4|blueprint.jex.evaluator-0.1.0|blueprint.sample-0.4|blueprint.sample-annotation-0.3.2|blueprint.sample-fragment-0.3.2|blueprint.testbundlea-0.3.2|blueprint.testbundleb-0.3.2|blueprint.testquiescebundle-0.3.2|blueprint-parser-0.4|blueprint-core-0.4.1|proxy.impl-0.4.1|jndi.core-0.3.1|jndi.url-0.3.1|jndi.rmi-0.3.1|jndi uber bundle 0.3.1|jndi.legacy.support-0.3.1|jndi.url.itest.biz-0.3.1|jndi.url.itest.web-0.3.1|jndi.url.itest-0.3.1|util-0.5|blueprint-core-0.3.2|util-0.3.1|jmx-core-0.3.1|blueprint-core-0.3.3|1.0|jndi-url-1.1.0|subsystem-1.0.1|util-1.1.2|subsystem-gogo-command-1.0.2|blueprint-cm-1.0.8|esa-maven-plugin-1.0.0|blueprint-web-1.1.0|blueprint-web-1.1.1|blueprint-cm-1.0.7|async-1.0.2|transaction-3.0.0|jmx-1.1.6|blueprint-noosgi-1.1.2|blueprint-authz-1.0.1|spifly-1.0.10|jpa-container-1.0.4|blueprint-repository-1.6.0|blueprint-spring-extender-0.2.0|blueprint-spring-0.2.0|rsa-2.0.0|blueprint-cm-1.1.0|transaction-jdbc-2.1.2|blueprint-spring-0.3.0|async-1.1.0|blueprint-core-1.7.1|transaction-manager-1.3.1|jmx-core-1.1.7|transaction-manager-1.3.2|tx-control-0.0.3|proxy-impl-1.0.7|proxy-api-1.1.0|blueprint-core-1.7.2|blueprint-cm-1.0.10|esa-maven-plugin-1.0.2|blueprint-noosgi-1.1.3|blueprint-cm-1.1.1|transaction-blueprint-1.1.2|transaction-manager-1.3.3|blueprint-spring-0.4.0|transaction-manager-1.3.4|subsystem-2.0.12|blueprint-spring-0.5.0|jmx-core-1.1.9|jmx-core-whiteboard-1.1.7|jmx-api-1.6.0|jmx-blueprint-api-1.2.1|jmx-blueprint-core-1.2.1|jmx-whiteboard-1.2.1|blueprint-core-1.8.4|blueprint-spring-0.6.0|blueprint-spring-extender-0.4.0|blueprint-web-osgi-1.0.0|jndi-core-1.1.0|jndi-rmi-1.0.1|jndi-url-1.1.1|blueprint-spring-camel-1.0.0|transaction-jdbc-2.1.3|blueprint-maven-plugin-1.11.0|transaction-blueprint-2.3.0|blueprint-core-1.9.1|jax-rs-integration-jackson-1.0.0|component-dsl-1.2.2|rsa-1.14.0|blueprint-spring-extender-0.6.0|spifly-1.2.1|jax-rs-integration-cxf-jettison-1.0.0|journaled-events-0.1.0|proxy-impl-1.1.5|cdi-extension-http-1.0.1|jpa-2.7.3|1.0.1|blueprint-core-1.10.2|cdi-1.0.1|,|5|7|8|8|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|9|10|10|10|10|108|108|108|108|108|108|109|109|109|109|109|109|109|109|109|109|109|109|109|109|109|109|110|113|113|114|115|117|117|118|118|118|118|121|123|123|124|127|128|129|130|132|134|135|136|136|137|138|139|139|139|143|144|144|144|144|144|145|145|145|154|156|156|159|159|159|161|162|164|164|164|166|166|
ASYNCWEB,1,1,1.0,|client-1.0.0|,|1|
ATLAS,15,4,0.26666666666666666,|0.8.4|1.2.0|2.0.0|trunk|,|12|12|12|12|
ATTIC,0,0,NaN,|,|
AURORA,20,3,0.15,|0.20.0|0.21.0|0.21|,|17|18|18|
AVALON,2,2,1.0,|4.2.0|4.3.0|,|1|1|
AVNSHARP,1,1,1.0,|beta 1|,|1|
RUNTIME,3,3,1.0,|3.2.5|3.3.0|3.4.0|,|1|1|1|
STUDIO,0,0,NaN,|,|
CENTRAL,0,0,NaN,|,|
PLANET,0,0,NaN,|,|
TOOLS,0,0,NaN,|,|
PNIX,4,4,1.0,|4.0.2|4.0.3|4.1|5.0|,|1|1|1|1|
AXIOM,24,2,0.08333333333333333,|1.2.23|1.3.0|,|23|23|
AXIS,22,3,0.13636363636363635,|1.4.1|1.5|old-trunk|,|20|20|20|
AXISCPP,20,20,1.0,|unspecified|current (nightly)|future (enh)|Alpha|1.0 Beta|1.0 Final|1.1 Final|1.2 Beta|1.2 Alpha|1.2 Final|1.3 Beta|1.3 Final|1.4 Alpha|1.4 Final|1.5 Alpha|1.5 Beta|1.5 Final|1.6 Alpha| 1.6 Beta| 1.6 Final|,|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
WSIF,5,5,1.0,|unspecified|current (nightly)|2.0|2.1|future|,|1|1|1|1|1|
AXIS2,42,5,0.11904761904761904,|0.92|0.95|nightly|1.7.10|1.8.0|,|5|7|29|38|38|
TRANSPORTS,2,1,0.5,|1.7.0|,|2|
AXIS2C,23,3,0.13043478260869565,|1.7.0|Next Version|Current (Nightly)|,|21|21|21|
BAHIR,12,3,0.25,|Flink-Next|Not Applicable|Spark-2.4.0|,|10|10|10|
BATCHEE,6,1,0.16666666666666666,|0.6-incubating|,|6|
BATIK,12,5,0.4166666666666667,|1.0 Beta 1|1.1.x|1.5|1.6|trunk|,|1|1|1|1|5|
BEAM,23,5,0.21739130434782608,|Not applicable|3.0.0|2.7.1|2.12.0|2.13.0|,|1|1|17|19|19|
BEEHIVE,7,1,0.14285714285714285,|V.Next|,|7|
BIGTOP,19,6,0.3157894736842105,|backlog|0.3.1|0.9.0|1.0.1|1.4.0|1.3.1|,|1|4|9|10|14|14|
BLUESKY,0,0,NaN,|,|
BOOKKEEPER,14,0,0.0,|,|
TM,0,0,NaN,|,|
BROOKLYN,13,11,0.8461538461538461,|0.7.0-M1|0.7.0-M2|0.9.0|0.10.0|0.9.1|0.11.0|0.12.0|0.11.1|0.13.0|1.0.0|1.0.0-M1|,|1|1|3|3|3|3|3|3|3|3|3|
BUILDR,37,1,0.02702702702702703,|Wish List|,|37|
BVAL,13,4,0.3076923076923077,|1.0|1.1.3|2.x|2.0.1|,|6|9|10|10|
STDCXX,10,2,0.2,|4.2.x|4.3.x|,|7|7|
CACTUS,18,15,0.8333333333333334,|1.0|1.1|1.2|1.3|1.4-beta1|1.4|1.4.1|1.5-beta1|1.5-rc1|1.5|1.6|1.6.1|1.7|1.7.1|1.8.2|,|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|
