Key,Ticket Creation Date,Resolved Date,Recorded AV,Assumed AV,Recorded AV with Missing Dates
COCOON-103,7,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-102,7,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-101,7,23,|5|,|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-100,7,23,|1|,|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-110,7,23,|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-107,7,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-106,7,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-118,7,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-117,7,23,|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-116,7,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-114,7,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-113,7,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-112,7,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-111,7,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-119,7,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-126,7,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-124,7,23,|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-123,7,23,|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-122,7,23,|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-121,7,23,|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-130,7,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-129,7,23,|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-128,7,23,|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-140,8,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-139,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-138,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-135,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-134,8,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-133,8,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-132,8,23,|1|,|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-144,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-143,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-142,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-141,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-152,8,23,|7|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-151,8,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-149,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-148,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-146,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-160,8,23,|7|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-159,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-158,8,23,|7|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-154,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-153,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-163,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-167,8,23,|7|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-177,8,23,|7|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-173,8,23,|7|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-171,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-170,8,23,|7|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-169,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-186,8,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-185,8,23,|7|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-184,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-183,8,23,|7|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-180,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-179,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-178,8,23,|7|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-187,8,23,|7|,|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-191,8,23,|6|,|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-189,8,23,|,|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|2.0.5-dev (Current CVS)|
COCOON-9,3,23,|1|,|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-10,3,23,|1|,|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-16,3,23,|1|,|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-14,3,23,|1|,|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-13,3,23,|1|,|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-12,3,23,|1|,|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-11,3,23,|1|,|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-17,3,23,|1|,|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
COCOON-21,3,23,|1|,|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|,|
