Key,Ticket Creation Date,Resolved Date,Recorded AV,Assumed AV,Recorded AV with Missing Dates
STR-2178,3,7,|,|3|4|5|6|7|,|Nightly Build|
STR-2181,4,7,|2|,|2|3|4|5|6|7|,|
STR-2179,3,7,|2|,|2|3|4|5|6|7|,|
STR-2187,4,7,|1|,|1|2|3|4|5|6|7|,|
STR-2185,4,7,|,|4|5|6|7|,|Nightly Build|
STR-2189,4,7,|,|4|5|6|7|,|Nightly Build|
STR-2186,4,7,|,|4|5|6|7|,|Nightly Build|
STR-2183,4,7,|,|4|5|6|7|,|Nightly Build|
STR-2182,4,7,|2|,|2|3|4|5|6|7|,|
STR-2190,4,7,|,|4|5|6|7|,|Nightly Build|
STR-2192,4,7,|,|4|5|6|7|,|Nightly Build|
STR-2195,4,7,|,|4|5|6|7|,|1.1 Beta 3|
STR-2194,4,7,|,|4|5|6|7|,|1.1 Beta 3|
STR-2198,4,7,|,|4|5|6|7|,|Future|
STR-2201,4,7,|2|,|2|3|4|5|6|7|,|
STR-2202,4,7,|,|4|5|6|7|,|Nightly Build|
STR-2203,4,7,|,|4|5|6|7|,|Future|
STR-2204,4,7,|2|,|2|3|4|5|6|7|,|
STR-2199,4,7,|,|4|5|6|7|,|Nightly Build|
STR-2200,4,7,|,|4|5|6|7|,|0.5|
STR-2205,4,7,|,|4|5|6|7|,|Nightly Build|
STR-2207,5,7,|,|5|6|7|,|Nightly Build|
STR-2206,5,7,|,|5|6|7|,|Future|
STR-2210,5,7,|2|,|2|3|4|5|6|7|,|
STR-2220,5,7,|,|5|6|7|,|Nightly Build|
STR-2216,5,7,|,|5|6|7|,|Nightly Build|
STR-2219,5,7,|,|5|6|7|,|Nightly Build|
STR-2224,5,7,|4|,|4|5|6|7|,|
STR-2227,5,7,|4|,|4|5|6|7|,|
STR-2226,5,7,|,|5|6|7|,|Future|
STR-2229,5,7,|2|,|2|3|4|5|6|7|,|
STR-2225,5,7,|2|,|2|3|4|5|6|7|,|
STR-2237,5,7,|2|,|2|3|4|5|6|7|,|
STR-2230,5,7,|4|,|4|5|6|7|,|
STR-2238,5,7,|4|,|4|5|6|7|,|
STR-2235,5,7,|,|5|6|7|,|Nightly Build|
STR-2231,5,7,|4|,|4|5|6|7|,|
STR-2244,5,7,|,|5|6|7|,|Nightly Build|
STR-2241,5,7,|2|,|2|3|4|5|6|7|,|
STR-2240,5,7,|,|5|6|7|,|Nightly Build|
STR-2242,5,7,|,|5|6|7|,|Future|
STR-2254,5,7,|,|5|6|7|,|Nightly Build|
STR-2257,5,7,|,|5|6|7|,|Nightly Build|
