Index,Version Name,Release Date,Last Commit
1,1.0.0-incubating,2012-08-06T00:00,fbae63fe2dabf60156ec860e926ec71854657320
2,1.0.1-incubating,2012-08-29T00:00,ba1aa53f6f251a3f1427045dd9fe12f6d579c8da
3,1.0.3-incubating,2012-09-30T00:00,d7b5a8fd08abbeaa986654fc84ce79ad8001d82c
4,1.0.2-incubating,2012-10-02T00:00,f750ccb3cd7e71d81acbb5f3a5ef03671e9ec4e5
5,1.0.4,2012-12-10T00:00,a57825dfd7eaa65c7521361c2429fbe863381faa
6,1.0.5,2013-01-23T00:00,55bfc7d91fd21c806765eb51345da4f827363c97
7,1.0.6,2013-02-27T00:00,a54f2adc6158bd94faeaeccc935601cff72a1837
8,1.0.7,2013-03-26T00:00,5cddb83c0711aba8fd58f914e36d7bf91f5afd1e
9,1.1.0,2013-04-05T00:00,a24622a8692a7170124f6685b104c68c4d99e2b7
10,1.0.8,2013-04-18T00:00,5fad4e19fde15e31c56ba66c068d4d4508126e80
11,1.1.1,2013-04-29T00:00,8be896b4149c3b8c9dfbe1f2a93dc40ab5a9e88a
12,1.1.2,2013-06-11T00:00,f26d2a165fdf8978f7df934ef091c684da40c1ba
13,1.1.3,2013-07-12T00:00,3c5e25e326d79f433592a39a5242a90f4f91085a
14,1.1.4,2013-09-27T00:00,713e5f276f67861aed1b4fd3632a9cefd3ea8b53
15,1.1.5,2013-11-28T00:00,03cf4bf515c2b9a70ba833d600bd836cbcbff193
16,1.1.6,2014-02-22T00:00,ac142327bdaadc616875bcf27e2b9fa33f190506
17,1.1.7,2014-04-11T00:00,2fc251c1ccabc5627abf1b793c64911e1518f906
18,1.1.8,2014-07-03T00:00,7771420d7dfa988a888e1dafb3bba69a49179c65
19,1.2.0-M1,2014-09-08T00:00,c20d01f802bbac6fb568db7e68b0da8530adb993
20,1.2.0,2014-10-03T00:00,67a56d0a76d99301c10180ec4d0e08c263b976b0
21,1.2.1,2014-11-17T00:00,633c3d983f5f7d7aa3d30908c8c7b892edd205d1
22,1.2.2,2015-01-30T00:00,4f43793915b14b6c8a235cfb37fe924a64e4f76e
23,1.2.3,2015-03-20T00:00,0a9a607a270cfd5ed426ffde0489ec557f1ee647
24,1.2.4,2015-05-05T00:00,496a02a51547f2ba4a48d54bee7a8a4de48df076
25,1.2.5,2015-07-28T00:00,7eca0abb8ae8ef21a7a3be4bb8c54b98140b7fed
26,1.2.6,2015-11-05T00:00,10f6a51b1394a93a23640e3a55086dc0a523152f
27,2.0.0-M1,2015-12-23T00:00,851fead536bd5cf14499376ba1c4aeff24c1dc1d
28,1.2.7,2016-01-15T00:00,7cb3c322e08eaf4fcb94c02485962ce92f98a00d
29,2.0.0-M2,2016-03-21T00:00,b8bbd7eb23c2730871abdeb172ed4920fddbdd1b
30,2.0.0-M3,2016-06-03T00:00,095bbb41e7f531c9ec69710ef04aa625f022c909
31,2.0.0-M4,2016-06-24T00:00,81d1b8e631ec365807ea0b0c53002475e8d344e3
32,2.0.0.M5,2016-09-02T00:00,03c096cf810add40888237caf1b19eb59349206d
33,2.0.0,2016-09-09T00:00,85852fa1ecf220575693eaccb522a38485a0818b
34,1.2.9,2016-10-07T00:00,291c6d31e18956b6ccb4ca24e6b389490ae71475
35,2.0.1,2016-10-21T00:00,099da6a9b4e6fc2b789f75997ee149feeeb25d84
36,1.2.10,2017-01-24T00:00,2b0a38dc2b80a0cfcf904a3912186641dcadc375
37,2.0.2,2017-01-27T00:00,548f9a981e1c074f319be9f1361bc855b9616909
38,2.0.3,2017-04-15T00:00,f71932502f697f4cdce936f51461f8ff1f0322ed
39,2.0.4,2017-07-03T00:00,57c4c7a194b9e5ae1b206cdc6b36bb9282ab0b7e
40,2.0.5,2017-09-06T00:00,faba42e2ff3fb725bd05205e5c8b22930e8af7a1
41,2.0.6,2017-10-09T00:00,2203133a7bd5953371965c7c88f8f7c2366852e6
42,2.0.7,2017-12-22T00:00,f5905afc133ab3cfa79e3689ed936422608ca9ec
43,2.0.8,2018-03-13T00:00,eeb54463494a278e21399f9e55a9fb1bde6798af
44,2.0.9,2018-06-28T00:00,bfaae91cf0b5e99a69971f2d47b88f4a3c5f2cea
45,2.1.0,2018-07-05T00:00,05d2381c153c2595075b6663492938553cefc120
46,2.1.1,2018-08-17T00:00,8e632632359391b49047c42c91e170ba2a602369
47,2.1.2,2018-11-02T00:00,99a5c37de8d555813df4bfcfae40c0789aa2a118
48,2.1.3,2019-01-17T00:00,106f4cfcab9d70c5709ab40214370e4bab4dd7f8
49,2.1.4,2019-04-19T00:00,33ebbfe1b053e1e6800ee2d6bc1d32dcc13cf1d3
