Index,Version Name,Release Date,Last Commit
1,0.1-incubating,2012-02-10T00:00,2a1b712d40407f5bb1f5896d0935894f88129ef2
2,0.2-incubating,2012-04-22T00:00,b25816829f4bd0552017d8c102d5778ade849b06
3,0.3-incubating,2012-08-22T00:00,d44e7cb38bed3c360f12457bbd46aff510d633b6
4,0.4,2013-05-31T00:00,5bd1d57bffc98a94fe7c7687f85a0052de11ecfc
5,0.5,2013-09-18T00:00,f8936831eb13d17932a7f871faba0acbdfeb14bf
6,0.6,2014-03-19T00:00,61c68f012bb3799a235d6273e5f77b7fc9d45460
7,0.7,2014-05-03T00:00,10675fdc74c9da9b2b21411d232f427e8daaccf7
8,1.0.0,2014-06-14T00:00,406913cbae58424fb289535ba002933b5576f75c
9,1.0.1,2014-07-13T00:00,0e7a34f93d6ec71fe860f0b8bd42a0e997bd7672
10,1.0.2,2014-08-17T00:00,3f14b941154ac59edbb04fb0e77e21ade712ae19
11,1.0.3,2014-09-21T00:00,9487e30fae6528e2e12b978eca7263566b0c9a04
12,1.1.0,2014-11-01T00:00,2a94f8c23f7c42936c36056fa1e8ed889a502b01
13,1.2.0,2014-11-30T00:00,7a1941913ee52d4285bea075ed19c466cddd404e
14,1.2.1,2014-12-20T00:00,65c9a3bde4ace2d25b1e5a8879a0ad3ebdb52b14
15,1.3.0,2015-03-04T00:00,ca9ba188de6dade28faf55179d84ae38a71238e3
16,1.4.0,2015-05-18T00:00,5e98888fbe0aed00e59fd57afd6b69ce4ce7368f
17,1.4.1,2015-06-12T00:00,000de66ca3ebc311c42d7f59881b3762fe9905a7
18,1.4.2,2015-07-19T00:00,938e6ecb307af8973b0d44c0c0cb6c4435c37a38
19,1.5.0,2015-08-10T00:00,2cd38ce9774feca905cbae184213baff0fcea3e5
20,1.5.1,2015-10-24T00:00,b3570077ab5dc0c7568051bee825fa8ccdc1995f
21,1.5.2,2015-12-06T00:00,fc33f226735b1b3cd8e67a4cb60b8cdfa441aa0f
22,1.5.3,2016-02-05T00:00,323c7d38e9d949385eb9d90c47e8971548ab5ed4
23,1.5.4,2016-02-18T00:00,dc85205df17b9e3072d48c41f218901a4971d308
24,1.6.0,2016-04-02T00:00,50f9555e45e303adc616624d7dd7d46b206814ac
25,1.6.1,2016-04-23T00:00,8f9441fcb8211c85e5bcb421d1f644415ef4460c
26,1.7.0,2016-06-18T00:00,2418bf4a82e38ef364cb6085bce1d88d6a52e9a7
27,1.7.1,2016-07-20T00:00,ae8a9b1eef6fa155bdcc48d9ea860b8ac592b640
28,1.7.2,2016-11-05T00:00,ce6c9f4acc99fe13da5414373d7cdee94f51f474
29,1.8.0,2017-06-01T00:00,9a371a22ca48d2acb287722e7de522e75eae0e92
30,1.8.1,2018-01-01T00:00,17697da8f91246ae062a620aebcdf365d446264a
31,1.8.2,2018-05-22T00:00,4480c2e9da799970d30cc28f48795dc55da0c6a3
32,1.9.0,2018-09-10T00:00,274dd17d5002737754c7251fd08c9d81e643bd23
