Bug ID,Version Name,Days From Version to FV,LOC touched from Version to FV,(i -FV)/(OV-FV),SZZ0,SZZ25,SZZ50,SZZ75,SZZ100,SZZB,Actual
LOG4J2-1434,2.6.2,0,0,0.0,No,No,No,No,No,No,No
LOG4J2-1434,2.6.1,27,15,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
LOG4J2-1434,2.6,35,19,2.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.5,205,386,3.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.4.1,265,446,4.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.4,287,618,5.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.3,414,638,6.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.2,491,638,7.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.1,618,641,8.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0.2,685,686,9.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0.1,697,686,10.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0,721,686,11.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0-rc2,739,745,12.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0-rc1,867,1120,13.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0-beta9,1015,1161,14.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0-beta8,1088,1161,15.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0-beta7,1124,1161,16.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0-beta6,1154,1161,17.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0-beta5,1169,1161,18.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0-beta4,1259,1161,19.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0-beta3,1329,1161,20.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0-beta2,1360,1161,21.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0-beta1,1380,1161,22.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0-alpha2,1409,1161,23.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1434,2.0-alpha1,1427,1161,24.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.6.2,0,0,0.0,No,No,No,No,No,No,No
LOG4J2-1422,2.6.1,13,62,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
LOG4J2-1422,2.6,21,68,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
LOG4J2-1422,2.5,191,68,3.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.4.1,251,68,4.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.4,273,68,5.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.3,400,68,6.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.2,477,68,7.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.1,604,68,8.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0.2,671,68,9.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0.1,683,68,10.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0,707,68,11.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0-rc2,725,68,12.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0-rc1,853,68,13.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0-beta9,1001,68,14.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0-beta8,1074,68,15.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0-beta7,1110,68,16.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0-beta6,1140,68,17.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0-beta5,1155,68,18.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0-beta4,1245,68,19.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0-beta3,1315,68,20.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0-beta2,1346,68,21.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0-beta1,1366,68,22.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0-alpha2,1395,68,23.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1422,2.0-alpha1,1413,68,24.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.5,0,0,0.0,No,No,No,No,No,No,No
LOG4J2-1215,2.4.1,58,230,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
LOG4J2-1215,2.4,80,416,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
LOG4J2-1215,2.3,207,8867,3.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.2,284,8999,4.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.1,411,9116,5.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0.2,478,9397,6.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0.1,490,9477,7.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0,514,9599,8.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0-rc2,532,9675,9.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0-rc1,660,9933,10.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0-beta9,808,10259,11.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0-beta8,881,10581,12.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0-beta7,917,10677,13.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0-beta6,947,10767,14.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0-beta5,962,10842,15.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0-beta4,1052,10974,16.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0-beta3,1122,11105,17.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0-beta2,1153,11166,18.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0-beta1,1173,11235,19.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0-alpha2,1202,11302,20.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1215,2.0-alpha1,1220,11324,21.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.6.2,0,21,0.0,No,No,No,No,No,No,No
LOG4J2-1440,2.6.1,27,155,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
LOG4J2-1440,2.6,35,171,2.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.5,205,595,3.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.4.1,265,930,4.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.4,287,1045,5.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.3,414,1333,6.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.2,491,1333,7.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.1,618,1333,8.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0.2,685,1333,9.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0.1,697,1333,10.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0,721,1335,11.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0-rc2,739,1355,12.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0-rc1,867,1430,13.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0-beta9,1015,1942,14.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0-beta8,1088,2015,15.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0-beta7,1124,2015,16.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0-beta6,1154,2015,17.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0-beta5,1169,2015,18.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0-beta4,1259,2015,19.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0-beta3,1329,2015,20.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0-beta2,1360,2015,21.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0-beta1,1380,2015,22.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0-alpha2,1409,2015,23.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1440,2.0-alpha1,1427,2015,24.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.6.2,0,0,0.0,No,No,No,No,No,No,No
LOG4J2-1414,2.6.1,14,82,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
LOG4J2-1414,2.6,22,135,2.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.5,192,707,3.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.4.1,252,930,4.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.4,274,1116,5.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.3,401,9567,6.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.2,478,9699,7.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.1,605,9816,8.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0.2,672,10076,9.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0.1,684,10156,10.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0,708,10282,11.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0-rc2,726,10358,12.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0-rc1,854,10648,13.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0-beta9,1002,10974,14.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0-beta8,1075,11296,15.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0-beta7,1111,11392,16.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0-beta6,1141,11482,17.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0-beta5,1156,11557,18.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0-beta4,1246,11691,19.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0-beta3,1316,12008,20.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0-beta2,1347,12077,21.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0-beta1,1367,12146,22.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0-alpha2,1396,12221,23.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1414,2.0-alpha1,1414,12243,24.0,Yes,Yes,Yes,Yes,Yes,Yes,No
LOG4J2-1408,2.6.1,0,9,0.0,No,No,No,No,No,No,No
