Bug ID,Version Name,SZZu0,SZZu25,SZZu50,SZZu75,SZZu100,Actual
TINKERPOP-903,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-903,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-903,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-903,3.1.0-incubating,No,No,No,No,No,No
TINKERPOP-977,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-977,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-977,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-977,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-977,3.1.1-incubating,No,No,No,No,No,No
TINKERPOP-1002,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1002,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1002,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1002,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1002,3.1.1-incubating,No,No,No,No,No,No
TINKERPOP-1027,3.0.0-incubating,No,No,No,Yes,Yes,No
TINKERPOP-1027,3.0.1-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1027,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1027,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1027,3.1.1-incubating,No,No,No,No,No,No
TINKERPOP-1025,3.0.0-incubating,No,No,No,No,No,No
TINKERPOP-1025,3.0.1-incubating,No,No,No,No,No,No
TINKERPOP-1025,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1025,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1025,3.1.1-incubating,No,No,No,No,No,No
TINKERPOP-1052,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1052,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1052,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1052,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1052,3.1.1-incubating,No,No,No,No,No,No
TINKERPOP-1060,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1060,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1060,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1060,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1060,3.1.1-incubating,No,No,No,No,No,No
TINKERPOP-1083,3.0.0-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1083,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1083,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1083,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1083,3.1.1-incubating,No,No,No,No,No,No
TINKERPOP-1089,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1089,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1089,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1089,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1089,3.1.1-incubating,No,No,No,No,No,No
TINKERPOP-997,3.0.0-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-997,3.0.1-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-997,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-997,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-997,3.1.1-incubating,No,No,No,No,No,No
TINKERPOP-1119,3.0.0-incubating,No,No,No,Yes,Yes,No
TINKERPOP-1119,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1119,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1119,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1119,3.1.1-incubating,No,No,No,No,No,No
TINKERPOP-1041,3.0.0-incubating,No,No,No,Yes,Yes,No
TINKERPOP-1041,3.0.1-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-1041,3.0.2-incubating,No,No,Yes,Yes,Yes,Yes
TINKERPOP-1041,3.1.0-incubating,No,No,Yes,Yes,Yes,Yes
TINKERPOP-1041,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1041,3.1.2-incubating,No,No,No,No,No,No
TINKERPOP-1175,3.0.0-incubating,No,No,No,No,No,No
TINKERPOP-1175,3.0.1-incubating,No,No,No,No,No,No
TINKERPOP-1175,3.0.2-incubating,No,No,No,No,No,No
TINKERPOP-1175,3.1.0-incubating,No,No,No,No,No,No
TINKERPOP-1175,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1175,3.1.2-incubating,No,No,No,No,No,No
TINKERPOP-1172,3.0.0-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-1172,3.0.1-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-1172,3.0.2-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1172,3.1.0-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1172,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1172,3.1.2-incubating,No,No,No,No,No,No
TINKERPOP-1146,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1146,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1146,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1146,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1146,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1146,3.1.2-incubating,No,No,No,No,No,No
TINKERPOP-1217,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1217,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1217,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1217,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1217,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1217,3.1.2-incubating,No,No,No,No,No,No
TINKERPOP-1239,3.0.0-incubating,No,No,No,No,No,No
TINKERPOP-1239,3.0.1-incubating,No,No,No,No,No,No
TINKERPOP-1239,3.0.2-incubating,No,No,No,No,No,No
TINKERPOP-1239,3.1.0-incubating,No,No,No,No,No,No
TINKERPOP-1239,3.1.1-incubating,No,No,No,No,No,Yes
TINKERPOP-1239,3.1.2-incubating,No,No,No,No,No,No
TINKERPOP-1103,3.0.0-incubating,No,No,No,Yes,Yes,No
TINKERPOP-1103,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1103,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1103,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1103,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1103,3.1.2-incubating,No,No,No,No,No,No
TINKERPOP-1251,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1251,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1251,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1251,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1251,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1251,3.1.2-incubating,No,No,No,No,No,No
TINKERPOP-1252,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1252,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1252,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1252,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1252,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1252,3.1.2-incubating,No,No,No,No,No,No
TINKERPOP-1265,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1265,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1265,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1265,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1265,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1265,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1265,3.2.1,No,No,No,No,No,No
TINKERPOP-1284,3.0.0-incubating,No,No,No,Yes,Yes,No
TINKERPOP-1284,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1284,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1284,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1284,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1284,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1284,3.2.1,No,No,No,No,No,No
TINKERPOP-1215,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1215,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1215,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1215,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1215,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1215,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1215,3.2.1,No,No,No,No,No,No
TINKERPOP-1281,3.0.0-incubating,No,No,No,Yes,Yes,No
TINKERPOP-1281,3.0.1-incubating,No,No,No,Yes,Yes,No
TINKERPOP-1281,3.0.2-incubating,No,No,No,Yes,Yes,No
TINKERPOP-1281,3.1.0-incubating,No,No,No,Yes,Yes,No
TINKERPOP-1281,3.1.1-incubating,No,No,No,Yes,Yes,No
TINKERPOP-1281,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1281,3.2.1,No,No,No,No,No,No
TINKERPOP-1242,3.0.0-incubating,No,No,No,No,No,No
TINKERPOP-1242,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1242,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1242,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1242,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1242,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1242,3.2.1,No,No,No,No,No,No
TINKERPOP-1305,3.0.0-incubating,No,No,No,Yes,Yes,No
TINKERPOP-1305,3.0.1-incubating,No,No,No,Yes,Yes,No
TINKERPOP-1305,3.0.2-incubating,No,No,No,Yes,Yes,No
TINKERPOP-1305,3.1.0-incubating,No,No,No,Yes,Yes,No
TINKERPOP-1305,3.1.1-incubating,No,No,No,Yes,Yes,No
TINKERPOP-1305,3.1.2-incubating,No,No,Yes,Yes,Yes,Yes
TINKERPOP-1305,3.2.1,No,No,No,No,No,No
TINKERPOP-1088,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1088,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1088,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1088,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1088,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1088,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1088,3.2.1,No,No,No,No,No,No
TINKERPOP-1307,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1307,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1307,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1307,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1307,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1307,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1307,3.2.1,No,No,No,No,No,No
TINKERPOP-1257,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1257,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1257,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1257,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1257,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1257,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1257,3.2.1,No,No,No,No,No,No
TINKERPOP-1323,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1323,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1323,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1323,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1323,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1323,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1323,3.2.1,No,No,No,No,No,No
TINKERPOP-1317,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1317,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1317,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1317,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1317,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1317,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1317,3.2.1,No,No,No,No,No,No
TINKERPOP-1318,3.0.0-incubating,No,No,No,No,No,No
TINKERPOP-1318,3.0.1-incubating,No,No,No,No,No,No
TINKERPOP-1318,3.0.2-incubating,No,No,No,No,No,No
TINKERPOP-1318,3.1.0-incubating,No,No,No,No,No,No
TINKERPOP-1318,3.1.1-incubating,No,No,No,No,No,No
TINKERPOP-1318,3.1.2-incubating,No,No,No,No,No,Yes
TINKERPOP-1318,3.2.1,No,No,No,No,No,No
TINKERPOP-1324,3.0.0-incubating,No,No,No,No,No,No
TINKERPOP-1324,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1324,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1324,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1324,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1324,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1324,3.2.1,No,No,No,No,No,No
TINKERPOP-1196,3.0.0-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1196,3.0.1-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1196,3.0.2-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1196,3.1.0-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1196,3.1.1-incubating,No,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1196,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1196,3.2.1,No,No,No,No,No,No
TINKERPOP-1319,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1319,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1319,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1319,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1319,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1319,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1319,3.2.1,No,No,No,No,No,No
TINKERPOP-1320,3.0.0-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-1320,3.0.1-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-1320,3.0.2-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-1320,3.1.0-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-1320,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1320,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1320,3.2.1,No,No,No,No,No,No
TINKERPOP-1352,3.0.0-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-1352,3.0.1-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-1352,3.0.2-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1352,3.1.0-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1352,3.1.1-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1352,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1352,3.2.1,No,No,No,No,No,No
TINKERPOP-1359,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1359,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1359,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1359,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1359,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1359,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1359,3.2.1,No,No,No,No,No,No
TINKERPOP-906,3.0.0-incubating,No,No,No,No,No,No
TINKERPOP-906,3.0.1-incubating,No,No,No,No,No,No
TINKERPOP-906,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-906,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-906,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-906,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-906,3.2.1,No,No,No,No,No,No
TINKERPOP-1351,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1351,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1351,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1351,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1351,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1351,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1351,3.2.1,No,No,No,No,No,No
TINKERPOP-1375,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1375,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1375,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1375,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1375,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1375,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1375,3.2.1,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1375,3.2.2,No,No,No,No,No,No
TINKERPOP-1350,3.0.0-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-1350,3.0.1-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1350,3.0.2-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1350,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1350,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1350,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1350,3.2.1,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1350,3.2.2,No,No,No,No,No,No
TINKERPOP-1400,3.0.0-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-1400,3.0.1-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-1400,3.0.2-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-1400,3.1.0-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1400,3.1.1-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1400,3.1.2-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1400,3.2.1,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1400,3.2.2,No,No,No,No,No,No
TINKERPOP-1151,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1151,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1151,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1151,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1151,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1151,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1151,3.2.1,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1151,3.2.2,No,No,No,No,No,No
TINKERPOP-1397,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1397,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1397,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1397,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1397,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1397,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1397,3.2.1,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1397,3.2.2,No,No,No,No,No,No
TINKERPOP-1390,3.0.0-incubating,No,No,No,No,No,No
TINKERPOP-1390,3.0.1-incubating,No,No,No,No,No,No
TINKERPOP-1390,3.0.2-incubating,No,No,No,No,No,No
TINKERPOP-1390,3.1.0-incubating,No,No,No,No,No,No
TINKERPOP-1390,3.1.1-incubating,No,No,No,No,No,No
TINKERPOP-1390,3.1.2-incubating,No,No,No,No,No,No
TINKERPOP-1390,3.2.1,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1390,3.2.2,No,No,No,No,No,No
TINKERPOP-1405,3.0.0-incubating,No,No,No,No,No,No
TINKERPOP-1405,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1405,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1405,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1405,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1405,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1405,3.2.1,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1405,3.2.2,No,No,No,No,No,No
TINKERPOP-1383,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1383,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1383,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1383,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1383,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1383,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1383,3.2.1,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1383,3.2.2,No,No,No,No,No,No
TINKERPOP-1391,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1391,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1391,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1391,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1391,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1391,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1391,3.2.1,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1391,3.2.2,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1391,3.2.3,No,No,No,No,No,No
TINKERPOP-1442,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1442,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1442,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1442,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1442,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1442,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1442,3.2.1,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1442,3.2.2,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1442,3.2.3,No,No,No,No,No,No
TINKERPOP-1457,3.0.0-incubating,No,No,No,No,Yes,No
TINKERPOP-1457,3.0.1-incubating,No,No,No,No,Yes,No
TINKERPOP-1457,3.0.2-incubating,No,No,No,No,Yes,No
TINKERPOP-1457,3.1.0-incubating,No,No,No,No,Yes,No
TINKERPOP-1457,3.1.1-incubating,No,No,No,No,Yes,No
TINKERPOP-1457,3.1.2-incubating,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1457,3.2.1,No,Yes,Yes,Yes,Yes,No
TINKERPOP-1457,3.2.2,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1457,3.2.3,No,No,No,No,No,No
TINKERPOP-1423,3.0.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1423,3.0.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1423,3.0.2-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1423,3.1.0-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1423,3.1.1-incubating,Yes,Yes,Yes,Yes,Yes,No
TINKERPOP-1423,3.1.2-incubating,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1423,3.2.1,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1423,3.2.2,Yes,Yes,Yes,Yes,Yes,Yes
TINKERPOP-1423,3.2.3,No,No,No,No,No,No
TINKERPOP-1467,3.0.0-incubating,No,No,Yes,Yes,Yes,No
TINKERPOP-1467,3.0.1-incubating,No,Yes,Yes,Yes,Yes,No
