Bug ID,Version Name,SZZu0,SZZu25,SZZu50,SZZu75,SZZu100,Actual
WICKET-897,1.2.5,No,No,No,No,No,No
WICKET-897,1.2.6,No,No,No,Yes,Yes,No
WICKET-897,1.3.0-beta1,No,No,Yes,Yes,Yes,No
WICKET-897,1.3.0-beta2,No,No,Yes,Yes,Yes,Yes
WICKET-897,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-897,1.3.0-beta4,No,No,No,No,No,No
WICKET-520,1.2.2,No,No,No,No,No,No
WICKET-520,1.2.3,No,No,No,No,No,No
WICKET-520,1.2.4,No,No,No,No,No,No
WICKET-520,1.2.5,No,No,No,No,No,Yes
WICKET-520,1.2.6,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.3.0-beta4,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.3.0-rc1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.3.0-rc2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.3.0-final,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.3.1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.3.2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.2.7,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.3.3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4-M1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4-M2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.3.4,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4-M3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.3.5,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4-RC1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4-RC2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.3.6,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4-RC4,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4-RC5,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4-RC6,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4-RC7,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.4,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.5,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.6,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.7,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.8,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.9,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.10,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5-M1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.11,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5-M2.1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.13,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5-M3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.14,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.15,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5-RC1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5-RC2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5-RC3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5-RC4,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5-RC5,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5-RC5.1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.18,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5-RC6,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5-RC7,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5.1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.19,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5.2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5.3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5.4,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5.5,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.0.0-beta1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5.6,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.0.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.0.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5.8,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.0.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.21,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.1.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.1.1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.2.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5.9,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.3.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.4.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.5.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.6.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.5.10,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,1.4.22,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.7.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.8.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.9.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.9.1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.10.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-520,6.11.0,No,No,No,No,No,No
WICKET-899,1.2.2,Yes,Yes,Yes,Yes,Yes,No
WICKET-899,1.2.3,Yes,Yes,Yes,Yes,Yes,No
WICKET-899,1.2.4,Yes,Yes,Yes,Yes,Yes,No
WICKET-899,1.2.5,Yes,Yes,Yes,Yes,Yes,No
WICKET-899,1.2.6,Yes,Yes,Yes,Yes,Yes,No
WICKET-899,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,No
WICKET-899,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-899,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-899,1.3.0-beta4,No,No,No,No,No,No
WICKET-903,1.2.2,No,No,No,No,No,No
WICKET-903,1.2.3,No,No,No,No,No,No
WICKET-903,1.2.4,No,No,No,No,No,No
WICKET-903,1.2.5,No,No,No,No,No,No
WICKET-903,1.2.6,Yes,Yes,Yes,Yes,Yes,No
WICKET-903,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,No
WICKET-903,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,No
WICKET-903,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-903,1.3.0-beta4,No,No,No,No,No,No
WICKET-906,1.2.2,No,No,No,No,No,No
WICKET-906,1.2.3,No,No,No,No,No,No
WICKET-906,1.2.4,No,No,No,No,No,No
WICKET-906,1.2.5,No,No,No,No,No,No
WICKET-906,1.2.6,No,No,No,No,No,No
WICKET-906,1.3.0-beta1,No,No,No,No,No,No
WICKET-906,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,No
WICKET-906,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-906,1.3.0-beta4,No,No,No,No,No,No
WICKET-782,1.2.2,No,No,No,Yes,Yes,No
WICKET-782,1.2.3,No,No,No,Yes,Yes,No
WICKET-782,1.2.4,No,No,Yes,Yes,Yes,No
WICKET-782,1.2.5,No,No,Yes,Yes,Yes,No
WICKET-782,1.2.6,No,Yes,Yes,Yes,Yes,No
WICKET-782,1.3.0-beta1,No,Yes,Yes,Yes,Yes,No
WICKET-782,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-782,1.3.0-beta3,No,No,No,No,No,No
WICKET-881,1.2.2,No,No,No,No,No,No
WICKET-881,1.2.3,No,No,No,No,No,No
WICKET-881,1.2.4,No,No,No,No,No,No
WICKET-881,1.2.5,No,No,No,No,No,No
WICKET-881,1.2.6,Yes,Yes,Yes,Yes,Yes,No
WICKET-881,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,No
WICKET-881,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-881,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-881,1.3.0-beta4,No,No,No,No,No,No
WICKET-871,1.2.2,No,No,No,No,No,No
WICKET-871,1.2.3,No,No,No,No,No,No
WICKET-871,1.2.4,No,No,No,No,No,No
WICKET-871,1.2.5,No,No,No,No,No,No
WICKET-871,1.2.6,Yes,Yes,Yes,Yes,Yes,No
WICKET-871,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,No
WICKET-871,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-871,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-871,1.3.0-beta4,No,No,No,No,No,No
WICKET-914,1.2.2,No,No,No,No,No,No
WICKET-914,1.2.3,No,No,No,No,No,No
WICKET-914,1.2.4,Yes,Yes,Yes,Yes,Yes,No
WICKET-914,1.2.5,Yes,Yes,Yes,Yes,Yes,No
WICKET-914,1.2.6,Yes,Yes,Yes,Yes,Yes,No
WICKET-914,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,No
WICKET-914,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-914,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-914,1.3.0-beta4,No,No,No,No,No,No
WICKET-878,1.2.2,No,No,No,No,No,No
WICKET-878,1.2.3,No,No,No,No,No,No
WICKET-878,1.2.4,No,No,No,Yes,Yes,No
WICKET-878,1.2.5,No,No,No,Yes,Yes,No
WICKET-878,1.2.6,No,No,Yes,Yes,Yes,No
WICKET-878,1.3.0-beta1,No,No,Yes,Yes,Yes,No
WICKET-878,1.3.0-beta2,No,Yes,Yes,Yes,Yes,Yes
WICKET-878,1.3.0-beta3,No,No,No,No,No,No
WICKET-707,1.2.2,No,No,No,No,No,No
WICKET-707,1.2.3,No,No,No,No,No,No
WICKET-707,1.2.4,No,No,No,No,No,No
WICKET-707,1.2.5,No,No,No,No,No,No
WICKET-707,1.2.6,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-707,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-707,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-707,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-707,1.3.0-beta4,No,No,No,No,No,No
WICKET-909,1.2.2,No,No,No,No,No,No
WICKET-909,1.2.3,No,No,No,No,No,No
WICKET-909,1.2.4,Yes,Yes,Yes,Yes,Yes,No
WICKET-909,1.2.5,Yes,Yes,Yes,Yes,Yes,No
WICKET-909,1.2.6,Yes,Yes,Yes,Yes,Yes,No
WICKET-909,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,No
WICKET-909,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,No
WICKET-909,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-909,1.3.0-beta4,No,No,No,No,No,No
WICKET-913,1.2.2,No,No,No,No,No,No
WICKET-913,1.2.3,No,No,No,No,No,No
WICKET-913,1.2.4,No,No,No,No,No,No
WICKET-913,1.2.5,No,No,No,No,No,No
WICKET-913,1.2.6,Yes,Yes,Yes,Yes,Yes,No
WICKET-913,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,No
WICKET-913,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-913,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-913,1.3.0-beta4,No,No,No,No,No,No
WICKET-929,1.2.2,No,No,No,No,No,No
WICKET-929,1.2.3,No,No,No,No,No,No
WICKET-929,1.2.4,No,No,No,No,No,No
WICKET-929,1.2.5,No,No,No,No,No,No
WICKET-929,1.2.6,Yes,Yes,Yes,Yes,Yes,No
WICKET-929,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,No
WICKET-929,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,No
WICKET-929,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-929,1.3.0-beta4,No,No,No,No,No,No
WICKET-635,1.2.2,Yes,Yes,Yes,Yes,Yes,No
WICKET-635,1.2.3,Yes,Yes,Yes,Yes,Yes,No
WICKET-635,1.2.4,Yes,Yes,Yes,Yes,Yes,No
WICKET-635,1.2.5,Yes,Yes,Yes,Yes,Yes,No
WICKET-635,1.2.6,Yes,Yes,Yes,Yes,Yes,No
WICKET-635,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.3.0-beta4,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.3.0-rc1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.3.0-rc2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.3.0-final,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.3.1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.3.2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.2.7,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.3.3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4-M1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4-M2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.3.4,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4-M3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.3.5,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4-RC1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4-RC2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.3.6,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4-RC4,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4-RC5,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4-RC6,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4-RC7,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.4,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.5,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.6,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.7,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.8,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.9,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.10,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5-M1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.11,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5-M2.1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.13,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5-M3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.14,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.15,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5-RC1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5-RC2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5-RC3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5-RC4,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5-RC5,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5-RC5.1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.18,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5-RC6,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5-RC7,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.19,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.4,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.5,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.0.0-beta1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.6,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.0.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.0.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.8,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.0.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.21,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.1.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.1.1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.2.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.9,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.3.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.4.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.5.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.6.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.10,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.22,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.7.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.8.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.9.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.9.1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.10.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.11.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.12.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.13.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.11,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.4.23,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.14.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.15.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,7.0.0-M1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,7.0.0-M2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.12,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.17.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,7.0.0-M4,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.19.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.13,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.20.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,7.0.0-M6,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,7.0.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.14,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,7.1.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.21.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,7.2.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.15,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.23.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,1.5.16,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,8.0.0-M1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.24.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,7.5.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,6.26.0,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,8.0.0-M4,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,8.0.0-M5,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-635,7.7.0,No,No,No,No,No,No
WICKET-936,1.2.2,No,No,No,No,Yes,No
WICKET-936,1.2.3,No,No,No,No,Yes,No
WICKET-936,1.2.4,No,No,No,No,Yes,No
WICKET-936,1.2.5,No,No,No,No,Yes,No
WICKET-936,1.2.6,No,No,Yes,Yes,Yes,Yes
WICKET-936,1.3.0-beta1,No,Yes,Yes,Yes,Yes,Yes
WICKET-936,1.3.0-beta2,No,Yes,Yes,Yes,Yes,Yes
WICKET-936,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-936,1.3.0-beta4,No,No,No,No,No,No
WICKET-934,1.2.2,No,No,No,No,No,No
WICKET-934,1.2.3,No,No,No,No,No,No
WICKET-934,1.2.4,No,No,No,No,No,No
WICKET-934,1.2.5,No,No,No,No,No,No
WICKET-934,1.2.6,Yes,Yes,Yes,Yes,Yes,No
WICKET-934,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,No
WICKET-934,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,No
WICKET-934,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-934,1.3.0-beta4,No,No,No,No,No,No
WICKET-836,1.2.2,No,No,No,No,No,No
WICKET-836,1.2.3,No,No,No,No,No,No
WICKET-836,1.2.4,No,No,No,No,No,No
WICKET-836,1.2.5,No,No,No,No,No,No
WICKET-836,1.2.6,Yes,Yes,Yes,Yes,Yes,No
WICKET-836,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,No
WICKET-836,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-836,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-836,1.3.0-beta4,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-836,1.3.0-rc1,No,No,No,No,No,No
WICKET-954,1.2.2,No,No,No,No,No,No
WICKET-954,1.2.3,No,No,No,No,No,No
WICKET-954,1.2.4,No,No,No,No,No,No
WICKET-954,1.2.5,No,No,No,No,No,No
WICKET-954,1.2.6,Yes,Yes,Yes,Yes,Yes,No
WICKET-954,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-954,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-954,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-954,1.3.0-beta4,No,No,No,No,No,No
WICKET-942,1.2.2,No,No,No,No,No,No
WICKET-942,1.2.3,No,No,No,No,No,No
WICKET-942,1.2.4,No,No,No,No,No,No
WICKET-942,1.2.5,No,No,No,No,No,No
WICKET-942,1.2.6,No,No,No,No,No,No
WICKET-942,1.3.0-beta1,No,No,No,No,No,No
WICKET-942,1.3.0-beta2,No,No,No,No,No,No
WICKET-942,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-942,1.3.0-beta4,No,No,No,No,No,No
WICKET-946,1.2.2,No,No,No,No,No,No
WICKET-946,1.2.3,No,No,No,No,No,No
WICKET-946,1.2.4,No,No,No,No,No,No
WICKET-946,1.2.5,No,No,No,No,No,No
WICKET-946,1.2.6,Yes,Yes,Yes,Yes,Yes,No
WICKET-946,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,No
WICKET-946,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,No
WICKET-946,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-946,1.3.0-beta4,No,No,No,No,No,No
WICKET-722,1.2.2,Yes,Yes,Yes,Yes,Yes,No
WICKET-722,1.2.3,Yes,Yes,Yes,Yes,Yes,No
WICKET-722,1.2.4,Yes,Yes,Yes,Yes,Yes,No
WICKET-722,1.2.5,Yes,Yes,Yes,Yes,Yes,No
WICKET-722,1.2.6,Yes,Yes,Yes,Yes,Yes,No
WICKET-722,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,No
WICKET-722,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-722,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-722,1.3.0-beta4,No,No,No,No,No,No
WICKET-925,1.2.2,No,No,No,No,No,No
WICKET-925,1.2.3,No,No,No,No,No,No
WICKET-925,1.2.4,No,No,No,No,No,No
WICKET-925,1.2.5,No,No,No,No,No,No
WICKET-925,1.2.6,No,No,No,No,No,No
WICKET-925,1.3.0-beta1,No,No,No,No,No,No
WICKET-925,1.3.0-beta2,No,No,No,No,No,No
WICKET-925,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-925,1.3.0-beta4,No,No,No,No,No,No
WICKET-796,1.2.2,No,No,No,No,No,No
WICKET-796,1.2.3,No,No,No,No,No,No
WICKET-796,1.2.4,No,No,No,No,No,No
WICKET-796,1.2.5,No,No,No,No,No,No
WICKET-796,1.2.6,Yes,Yes,Yes,Yes,Yes,No
WICKET-796,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-796,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-796,1.3.0-beta3,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-796,1.3.0-beta4,No,No,No,No,No,No
WICKET-960,1.2.2,Yes,Yes,Yes,Yes,Yes,No
WICKET-960,1.2.3,Yes,Yes,Yes,Yes,Yes,No
WICKET-960,1.2.4,Yes,Yes,Yes,Yes,Yes,No
WICKET-960,1.2.5,Yes,Yes,Yes,Yes,Yes,No
WICKET-960,1.2.6,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-960,1.3.0-beta1,Yes,Yes,Yes,Yes,Yes,Yes
WICKET-960,1.3.0-beta2,Yes,Yes,Yes,Yes,Yes,Yes
