Bug ID,Bug Resolution Date,Classes Touched by Fix,Earliest AV,Version of Ticket Creation,Version of Fix,
ISIS-796,2014-07-18T09:57:27.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/adapter/ObjectAdapter.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/callbacks/CallbackFacet.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/callbacks/CallbackUtils.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/callbacks/CreatedCallbackFacet.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/callbacks/LifeCycleEvent.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/callbacks/LoadingCallbackFacet.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/callbacks/load/LoadingCallbackFacetAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/callbacks/load/LoadingCallbackFacetViaMethod.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/services/container/DomainObjectContainerDefault.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/dflt/ObjectSpecificationDefault.java|core/metamodel/src/test/java/org/apache/isis/core/metamodel/facets/object/callback/LifeCycleEventTest.java|core/objectstore-jdo-datanucleus/src/main/java/org/apache/isis/objectstore/jdo/datanucleus/persistence/FrameworkSynchronizer.java|core/objectstore-jdo-datanucleus/src/main/java/org/apache/isis/objectstore/jdo/datanucleus/persistence/IsisLifecycleListener.java|core/objectstore-jdo-datanucleus/src/main/java/org/apache/isis/objectstore/jdo/datanucleus/persistence/spi/DataNucleusSimplePersistAlgorithm.java|core/runtime/src/main/java/org/apache/isis/core/runtime/persistence/adapter/PojoAdapter.java|core/runtime/src/main/java/org/apache/isis/core/runtime/persistence/objectstore/algorithm/PersistAlgorithmDefault.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/persistence/PersistenceSession.java|example/application/todoapp/dom/src/main/java/dom/todo/ToDoItem.java|,10,12,13,
ISIS-801,2014-07-18T11:12:00.000+0000,core/applib/src/main/java/org/apache/isis/applib/annotation/ActionSemantics.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/ObjectSpecificationAbstract.java|,12,13,13,
ISIS-643,2014-09-10T16:33:40.000+0000,core/objectstore-jdo-datanucleus/src/main/java/org/apache/isis/objectstore/jdo/datanucleus/persistence/FrameworkSynchronizer.java|,8,10,14,
ISIS-884,2014-09-11T13:58:39.000+0000,component/viewer/wicket/impl/src/main/java/org/apache/isis/viewer/wicket/viewer/settings/IsisResourceSettings.java|component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/about/JarManifestPanel.java|component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/actions/ActionParametersFormPanel.java|component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/entity/properties/EntityPropertiesForm.java|component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/welcome/WelcomePanel.java|component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/errors/ExceptionStackTracePanel.java|component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/errors/JGrowlBehaviour.java|component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/errors/JGrowlUtil.java|component/viewer/wicket/ui/src/test/java/org/apache/isis/viewer/wicket/ui/errors/JGrowlUtilTest.java|core/applib/src/main/java/org/apache/isis/applib/services/exceprecog/ExceptionRecognizerAbstract.java|core/applib/src/test/java/org/apache/isis/objectstore/jdo/applib/service/exceprecog/ExceptionRecognizerForSQLIntegrityConstraintViolationExceptionTest.java|,13,14,14,
ISIS-883,2014-09-12T06:44:36.000+0000,example/application/todoapp/dom/src/main/java/dom/todo/ToDoItems.java|example/application/todoapp/webapp/src/main/resources/webapp/realm1.ini|,13,14,14,
ISIS-885,2014-09-12T06:45:27.000+0000,example/application/todoapp/dom/src/main/java/dom/todo/ToDoItems.java|example/application/todoapp/webapp/src/main/resources/webapp/realm1.ini|,13,14,14,
ISIS-871,2014-09-12T07:15:23.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/actions/interaction/ActionInvocationFacetForInteractionAbstract.java|,13,14,14,
ISIS-880,2014-09-12T08:21:26.000+0000,component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/isisapplib/IsisPasswordPanel.css|component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/isisapplib/IsisPasswordPanel.java|,13,14,14,
ISIS-879,2014-09-12T12:36:15.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/ObjectMemberAbstract.java|,13,14,14,
ISIS-899,2014-09-24T12:40:06.000+0000,core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/util/OidUtils.java|,13,14,14,
ISIS-905,2014-09-26T16:00:33.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/system/transaction/IsisTransaction.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/transaction/IsisTransactionManager.java|,13,14,14,
ISIS-912,2014-10-07T22:37:55.000+0000,component/viewer/wicket/impl/src/main/java/org/apache/isis/viewer/wicket/viewer/IsisWicketApplication.java|core/runtime/src/main/java/org/apache/isis/core/runtime/runner/opts/OptionHandlerInitParameters.java|core/runtime/src/main/java/org/apache/isis/core/webapp/IsisWebAppBootstrapper.java|,13,14,14,
ISIS-919,2014-10-09T11:42:36.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/persistence/adaptermanager/PojoAdapterHashMap.java|,13,14,14,
ISIS-404,2014-10-09T12:19:23.000+0000,core/applib/src/main/java/org/apache/isis/applib/DomainObjectContainer.java|core/applib/src/main/java/org/apache/isis/applib/services/wrapper/WrapperFactory.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/services/container/DomainObjectContainerDefault.java|example/application/todoapp/integtests/src/test/java/integration/tests/ToDoItemsIntegTest.java|,5,6,14,
ISIS-910,2014-10-09T15:45:41.000+0000,core/applib/src/main/java/org/apache/isis/applib/adapters/Parser.java|core/applib/src/main/java/org/apache/isis/applib/adapters/Parser2.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/choices/enums/EnumValueSemanticsProvider.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/value/MaxLengthFacetUsingParser2.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/value/ValueFacetAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/value/vsp/ValueSemanticsProviderAndFacetAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/ValueSemanticsProviderAbstractTemporal.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/bigdecimal/BigDecimalValueSemanticsProvider.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/biginteger/BigIntegerValueSemanticsProvider.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/blobs/BlobValueSemanticsProvider.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/booleans/BooleanValueSemanticsProviderAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/bytes/ByteValueSemanticsProviderAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/chars/CharValueSemanticsProviderAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/clobs/ClobValueSemanticsProvider.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/color/ColorValueSemanticsProvider.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/datejodalocal/JodaLocalDateValueSemanticsProvider.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/datetimejodalocal/JodaLocalDateTimeValueSemanticsProvider.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/doubles/DoubleValueSemanticsProviderAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/floats/FloatValueSemanticsProviderAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/image/ImageValueSemanticsProviderAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/integer/IntValueSemanticsProviderAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/longs/LongValueSemanticsProviderAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/money/MoneyValueSemanticsProvider.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/password/PasswordValueSemanticsProvider.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/percentage/PercentageValueSemanticsProvider.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/shortint/ShortValueSemanticsProviderAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/string/StringValueSemanticsProvider.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/url/URLValueSemanticsProvider.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/uuid/UUIDValueSemanticsProvider.java|,13,14,14,
ISIS-852,2014-10-09T17:55:26.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/properties/disabled/inferred/DisabledFacetOnPropertyInferred.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/properties/disabled/inferred/DisabledFacetOnPropertyInferredFactory.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/properties/update/PropertyModifyFacetFactory.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/properties/update/PropertySetAndClearFacetFactory.java|core/metamodel/src/main/java/org/apache/isis/progmodels/dflt/ProgrammingModelFacetsJava5.java|core/metamodel/src/test/java/org/apache/isis/core/metamodel/facets/properties/PropertyMethodsFacetFactoryTest.java|,13,14,14,
ISIS-805,2014-10-10T16:03:41.000+0000,core/applib/src/main/java/org/apache/isis/applib/services/classdiscovery/ClassDiscoveryServiceUsingReflections.java|,12,13,14,
ISIS-941,2014-11-07T04:43:20.000+0000,component/viewer/wicket/model/src/main/java/org/apache/isis/viewer/wicket/model/models/EntityModel.java|,13,15,15,
ISIS-911,2014-11-11T08:31:40.000+0000,component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/additionallinks/AdditionalLinksPanel.java|component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/additionallinks/EntityActionUtil.java|component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/isisapplib/IsisBlobOrClobPanelAbstract.html|component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/isisapplib/IsisBlobOrClobPanelAbstract.java|,13,14,15,
ISIS-947,2014-11-13T13:39:37.000+0000,core/metamodel/src/main/java/org/apache/isis/core/commons/lang/ObjectExtensions.java|core/metamodel/src/main/java/org/apache/isis/core/commons/util/ToString.java|,14,15,15,
ISIS-943,2014-11-14T13:00:13.000+0000,core/applib/src/main/java/org/apache/isis/applib/util/ObjectContracts.java|core/applib/src/test/java/org/apache/isis/applib/util/ObjectContractsTest_equals.java|,14,15,15,
ISIS-942,2014-11-14T13:05:53.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/system/transaction/IsisTransaction.java|,14,15,15,
ISIS-954,2014-11-18T21:55:16.000+0000,component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/appactions/cssmenu/AppActionsCssMenuFactory.java|,14,15,15,
ISIS-961,2014-12-02T00:02:45.000+0000,component/viewer/wicket/model/src/main/java/org/apache/isis/viewer/wicket/model/models/ActionModel.java|component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/actions/ActionPanel.java|component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/cssmenu/ActionLinkFactoryAbstract.java|,14,15,15,
ISIS-966,2014-12-08T23:48:40.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/system/transaction/IsisTransactionManager.java|core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/RestfulObjectsApplicationExceptionMapper.java|core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/RestfulObjectsApplicationExceptionPojo.java|core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/RuntimeExceptionMapper.java|core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/RuntimeExceptionPojo.java|,14,15,15,
ISIS-971,2014-12-10T07:16:11.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/services/ServicesInstallerUtils.java|,14,15,15,
ISIS-1010,2015-01-13T21:13:46.000+0000,component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/pages/login/WicketSignInPage.java|,14,15,15,
ISIS-1017,2015-02-03T21:39:26.000+0000,component/viewer/wicket/impl/src/main/java/org/apache/isis/viewer/wicket/viewer/IsisWicketApplication.java|,14,15,15,
ISIS-1011,2015-02-04T16:01:00.000+0000,component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/reference/ReferencePanel.java|component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/ObjectAdapterMementoProviderAbstract.java|component/viewer/wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/valuechoices/ValueChoicesSelect2Panel.java|,14,15,15,
ISIS-1030,2015-02-13T09:47:47.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/persistence/container/DomainObjectContainerResolve.java|,14,15,15,
ISIS-1041,2015-02-17T15:04:51.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/system/transaction/IsisTransaction.java|,14,15,15,
ISIS-1042,2015-02-20T10:46:40.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/choices/enums/EnumValueSemanticsProvider.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/value/vsp/ValueSemanticsProviderAndFacetAbstract.java|core/viewer-wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/IsisConverterLocator.java|core/viewer-wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/jdkmath/BigIntegerConverter.java|core/viewer-wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/jdkmath/JavaMathBigIntegerPanel.java|core/viewer-wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/jdkmath/JavaMathBigIntegerPanelFactory.java|,14,15,15,
ISIS-1057,2015-02-26T09:59:53.000+0000,core/viewer-wicket/impl/src/main/java/org/apache/isis/viewer/wicket/viewer/IsisWicketApplication.java|core/viewer-wicket/impl/src/main/java/org/apache/isis/viewer/wicket/viewer/integration/wicket/WebRequestCycleForIsis.java|core/viewer-wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/pages/mmverror/MmvErrorPage.java|,15,16,16,
ISIS-1073,2015-03-05T16:05:37.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/actions/action/invocation/ActionDomainEventFacetAbstract.java|,15,16,16,
ISIS-1074,2015-03-05T16:06:09.000+0000,core/viewer-wicket/impl/src/main/java/org/apache/isis/viewer/wicket/viewer/integration/wicket/AuthenticatedWebSessionForIsis.java|,15,16,16,
ISIS-1065,2015-03-12T15:30:50.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/system/transaction/IsisTransaction.java|,15,16,16,
ISIS-1069,2015-03-12T15:31:01.000+0000,core/applib/src/main/java/org/apache/isis/objectstore/jdo/applib/service/DomainChangeJdoAbstract.java|,15,16,16,
ISIS-1079,2015-03-12T15:32:38.000+0000,core/applib/src/main/java/org/apache/isis/applib/fixturescripts/FixtureScript.java|,15,16,16,
ISIS-1089,2015-03-13T18:54:07.000+0000,core/applib/src/main/java/org/apache/isis/applib/fixturescripts/FixtureScript.java|,15,16,16,
ISIS-1103,2015-03-20T18:52:10.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facetdecorator/FacetDecoratorSet.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/all/i18n/NamedFacetTranslated.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/all/i18n/TranslationFacetFactory.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/fallback/FallbackFacetFactory.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/fallback/NamedFacetDefault.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/fallback/NamedFacetNone.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/properties/propertylayout/PropertyLayoutFacetFactory.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/ObjectMemberAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/ObjectSpecificationAbstract.java|example/application/simpleapp/webapp/src/main/webapp/WEB-INF/translations-en.po|example/application/simpleapp/webapp/src/main/webapp/WEB-INF/translations-es.po|example/application/simpleapp/webapp/src/main/webapp/WEB-INF/translations-nl.po|example/application/simpleapp/webapp/src/main/webapp/WEB-INF/translations.po|,15,16,16,
ISIS-1062,2015-03-21T22:04:14.000+0000,adocs/documentation/src/main/asciidoc/guides/_cg_committers_merging-a-pull-request.adoc|core/security-shiro/src/main/java/org/apache/isis/security/shiro/IsisLdapRealm.java|,15,16,17,
ISIS-1111,2015-03-24T11:23:25.000+0000,core/viewer-wicket/model/src/main/java/org/apache/isis/viewer/wicket/model/models/EntityModel.java|core/viewer-wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/pages/entity/EntityPage.java|,15,16,16,
ISIS-1135,2015-04-10T08:10:32.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/persistence/adaptermanager/OidAdapterHashMap.java|core/runtime/src/main/java/org/apache/isis/core/runtime/persistence/adaptermanager/PojoAdapterHashMap.java|,15,17,17,
ISIS-1134,2015-04-23T17:36:22.000+0000,adocs/documentation/pom.xml|adocs/documentation/src/main/asciidoc/user-guide/user-guide-reference-recognized-configuration-properties.adoc|adocs/documentation/src/main/asciidoc/user-guide/user-guide-reference.adoc|adocs/template/document.html.erb|core/metamodel/src/main/java/org/apache/isis/core/metamodel/services/container/DomainObjectContainerDefault.java|core/metamodel/src/test/java/org/apache/isis/core/metamodel/services/container/DomainObjectContainerDefaultTest_allMatches.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/context/IsisContextThreadLocal.java|core/runtime/src/main/java/org/apache/isis/objectstore/jdo/datanucleus/persistence/queries/PersistenceQueryFindAllInstancesProcessor.java|core/runtime/src/main/java/org/apache/isis/objectstore/jdo/datanucleus/persistence/queries/PersistenceQueryFindUsingApplibQueryProcessor.java|,15,17,17,
ISIS-1137,2015-04-24T10:16:02.000+0000,core/wrapper/src/main/java/org/apache/isis/core/wrapper/proxy/ProxyInstantiatorForJavassist.java|,15,17,17,
ISIS-1155,2015-06-05T13:36:24.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/memento/Memento.java|core/viewer-wicket/ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/entity/properties/EntityPropertiesForm.java|example/application/simpleapp/dom/src/main/java/domainapp/dom/modules/simple/SimpleObject.java|example/application/simpleapp/dom/src/main/java/domainapp/dom/modules/simple/SimpleObject.layout.json|,15,17,17,
ISIS-1142,2015-06-16T23:26:43.000+0000,core/runtime/src/main/java/org/apache/isis/objectstore/jdo/datanucleus/DataNucleusObjectStore.java|core/runtime/src/main/java/org/apache/isis/objectstore/jdo/datanucleus/persistence/FrameworkSynchronizer.java|,15,17,17,
ISIS-1168,2015-07-06T06:25:44.000+0000,core/runtime/src/main/java/org/apache/isis/objectstore/jdo/datanucleus/DataNucleusApplicationComponents.java|core/runtime/src/main/java/org/apache/isis/objectstore/jdo/datanucleus/DataNucleusPersistenceMechanismInstaller.java|example/application/simpleapp/fixture/src/main/java/domainapp/fixture/DomainAppFixturesService.java|,15,17,17,
ISIS-1174,2015-07-17T10:12:03.000+0000,adocs/documentation/src/main/asciidoc/screencasts.adoc|core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/resources/DomainObjectResourceServerside.java|core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/resources/ObjectAdapterUpdateHelper.java|,15,17,17,
ISIS-1175,2015-07-24T17:54:52.000+0000,core/applib/src/main/java/org/apache/isis/applib/services/fixturespec/FixtureScriptsDefault.java|core/runtime/src/main/java/org/apache/isis/core/runtime/systemusinginstallers/IsisSystemAbstract.java|,15,17,17,
ISIS-1177,2015-07-25T06:03:51.000+0000,core/viewer-restfulobjects-applib/src/main/java/org/apache/isis/viewer/restfulobjects/applib/client/RestfulResponse.java|,15,17,17,
ISIS-1179,2015-07-29T05:59:31.000+0000,core/viewer-wicket/model/src/main/java/org/apache/isis/viewer/wicket/model/models/ScalarModel.java|,15,17,17,
ISIS-1190,2015-08-14T11:27:41.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/persistence/adaptermanager/AdapterManagerDefault.java|core/runtime/src/main/java/org/apache/isis/objectstore/jdo/datanucleus/DataNucleusObjectStore.java|core/viewer-wicket/model/src/main/java/org/apache/isis/viewer/wicket/model/mementos/ObjectAdapterMemento.java|,15,17,17,
ISIS-1203,2015-10-06T21:34:45.000+0000,core/applib/src/main/java/org/apache/isis/applib/AppManifest.java|core/applib/src/main/java/org/apache/isis/applib/services/classdiscovery/ClassDiscoveryServiceUsingReflections.java|,17,19,19,
ISIS-1204,2015-10-06T21:34:59.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/datejodalocal/JodaLocalDateValueSemanticsProvider.java|,17,19,19,
ISIS-1208,2015-10-09T10:15:00.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/runner/IsisInjectModule.java|core/runtime/src/main/java/org/apache/isis/core/runtime/systemusinginstallers/IsisSystemThatUsesInstallersFactory.java|core/runtime/src/main/java/org/apache/isis/core/webapp/IsisWebAppBootstrapper.java|core/viewer-wicket-impl/src/main/java/org/apache/isis/viewer/wicket/viewer/IsisWicketModule.java|,17,19,19,
ISIS-1214,2015-10-22T19:21:48.000+0000,core/pom.xml|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/primitive/BooleanPanel.java|,17,19,19,
ISIS-847,2015-10-24T06:40:43.000+0000,core/runtime/src/main/java/org/apache/isis/objectstore/jdo/service/RegisterEntities.java|,13,14,19,
ISIS-830,2015-11-02T18:36:08.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/services/eventbus/EventBusServiceDefault.java|,12,13,19,
ISIS-1226,2015-11-02T18:36:47.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/breadcrumbs/BreadcrumbPanel.java|,17,19,19,
ISIS-1229,2015-11-06T07:38:35.000+0000,core/integtestsupport/src/main/java/org/apache/isis/core/integtestsupport/IntegrationTestAbstract.java|,15,19,19,
ISIS-1244,2015-11-10T23:08:13.000+0000,core/viewer-restfulobjects-rendering/src/main/java/org/apache/isis/viewer/restfulobjects/rendering/service/RepresentationService.java|core/viewer-restfulobjects-rendering/src/main/java/org/apache/isis/viewer/restfulobjects/rendering/service/RepresentationServiceForRestfulObjects.java|core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/resources/DomainObjectResourceServerside.java|core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/resources/DomainResourceHelper.java|core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/resources/ResourceAbstract.java|,19,20,20,
ISIS-1242,2015-11-11T13:29:34.000+0000,core/viewer-wicket-model/src/main/java/org/apache/isis/viewer/wicket/model/mementos/PageParameterNames.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/breadcrumbs/BreadcrumbModel.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/breadcrumbs/BreadcrumbPanel.java|,19,19,20,
