Bug ID,Bug Resolution Date,Classes Touched by Fix,Earliest AV,Version of Ticket Creation,Version of Fix,
ISIS-1393,2016-05-23T06:31:17.000+0000,adocs/documentation/src/main/asciidoc/guides/rgsvc/_rgsvc_spi_HintStore.adoc|core/metamodel/src/main/java/org/apache/isis/core/metamodel/services/message/MessageServiceInternalDefault.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/services/message/MessageServiceNoop.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/services/msgbroker/MessageBrokerServiceInternal.java|core/metamodel/src/test/java/org/apache/isis/core/metamodel/specloader/SpecificationLoaderTestAbstract.java|core/runtime/src/main/java/org/apache/isis/core/runtime/services/msgbroker/MessageServiceDefault.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/persistence/PersistenceSession.java|core/runtime/src/test/java/org/apache/isis/core/runtime/system/ObjectActionLayoutXmlDefaultTest.java|core/runtime/src/test/java/org/apache/isis/core/runtime/system/OneToManyAssociationDefaultTest.java|core/wrapper/src/test/java/org/apache/isis/core/wrapper/WrapperFactoryDefaultTest_wrappedObject.java|,23,24,30,
ISIS-1382,2016-05-23T06:33:14.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/actions/ActionParametersFormPanel.java|,23,24,24,
ISIS-1414,2016-05-26T16:30:29.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/services/changes/ChangedObjectsServiceInternal.java|core/runtime/src/test/java/org/apache/isis/core/runtime/system/ObjectMemberAbstractTest.java|,23,24,25,
ISIS-1132,2016-06-03T11:52:30.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/datetimejoda/JodaDateTimeValueSemanticsProvider.java|,15,17,24,
ISIS-1422,2016-06-03T16:09:30.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/autocomplete/AutoCompleteFacetAbstract.java|,23,24,24,
ISIS-1432,2016-06-06T16:15:39.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/datepicker/DateTimeConfig.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/datepicker/TextFieldWithDateTimePicker.java|,23,25,25,
ISIS-1423,2016-06-16T10:50:25.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/services/i18n/po/PoWriter.java|,23,24,25,
ISIS-1436,2016-06-16T10:51:38.000+0000,core/viewer-wicket-model/src/main/java/org/apache/isis/viewer/wicket/model/models/EntityCollectionModel.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/collectioncontents/ajaxtable/IsisAjaxNavigationToolbar.java|,24,25,25,
ISIS-1444,2016-06-16T10:52:22.000+0000,core/applib/src/main/java/org/apache/isis/applib/fixturescripts/FixtureScript.java|,24,25,25,
ISIS-1454,2016-06-21T20:18:53.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/entity/collection/EntityCollectionPanel.java|,24,25,25,
ISIS-1435,2016-06-23T17:43:24.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/services/changes/ChangedObjectsServiceInternal.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/persistence/PersistenceSession.java|,24,25,25,
ISIS-1434,2016-06-23T18:18:20.000+0000,core/viewer-wicket-impl/src/main/java/org/apache/isis/viewer/wicket/viewer/integration/wicket/AuthenticatedWebSessionForIsis.java|,23,25,25,
ISIS-1458,2016-06-23T22:26:18.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/services/changes/ChangedObjectsServiceInternal.java|,24,25,25,
ISIS-1461,2016-06-26T15:36:48.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/entitysimplelink/EntityLinkSimplePanel.java|,24,25,25,
ISIS-1472,2016-07-19T16:09:50.000+0000,core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/resources/DomainObjectResourceServerside.java|core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/resources/DomainServiceResourceServerside.java|core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/resources/ResourceAbstract.java|,25,26,26,
ISIS-1477,2016-08-23T21:10:27.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/services/background/BackgroundCommandExecution.java|,25,26,26,
ISIS-1475,2016-08-25T10:55:27.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/pages/accmngt/AccountManagementPageAbstract.java|,25,26,26,
ISIS-1481,2016-09-07T22:49:19.000+0000,core/viewer-wicket-impl/src/main/java/org/apache/isis/viewer/wicket/viewer/integration/wicket/AuthenticatedWebSessionForIsis.java|,25,26,26,
ISIS-1474,2016-09-07T22:50:10.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/systemusinginstallers/IsisComponentProviderUsingInstallers.java|,25,26,26,
ISIS-1490,2016-09-16T13:03:35.000+0000,core/viewer-wicket-impl/src/main/java/org/apache/isis/viewer/wicket/viewer/imagecache/ImageResourceCacheClassPath.java|,25,26,26,
ISIS-1493,2016-09-22T09:05:02.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/collectioncontents/ajaxtable/CollectionContentsSortableDataProvider.java|,25,26,26,
ISIS-1497,2016-09-27T16:51:57.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/services/background/BackgroundCommandExecution.java|core/runtime/src/main/java/org/apache/isis/core/runtime/sessiontemplate/AbstractIsisSessionTemplate.java|,25,26,26,
ISIS-1498,2016-09-27T16:52:11.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/services/background/BackgroundCommandExecution.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/transaction/IsisTransaction.java|,25,26,26,
ISIS-1494,2016-09-27T17:20:21.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/services/userreg/EmailNotificationServiceDefault.java|,22,26,26,
ISIS-1502,2016-09-30T08:40:14.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/system/transaction/IsisTransactionManager.java|,25,26,26,
ISIS-1482,2016-10-12T13:16:27.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/services/i18n/po/PoWriter.java|,25,26,26,
ISIS-1516,2016-10-21T16:39:00.000+0000,adocs/documentation/src/main/asciidoc/index.html|,25,26,26,
ISIS-1520,2016-10-22T11:12:11.000+0000,example/application/simpleapp/webapp/src/main/webapp/WEB-INF/viewer_wicket.properties|,25,26,26,
ISIS-1480,2016-10-26T14:48:57.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/value/datetimejodalocal/JodaLocalDateTimeValueSemanticsProvider.java|core/metamodel/src/test/java/org/apache/isis/core/metamodel/facets/value/datetimejodalocal/JodaLocalDateTimeValueSemanticsProviderTest.java|,25,26,26,
ISIS-1515,2016-10-26T17:30:48.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/services/background/BackgroundCommandExecution.java|,25,26,26,
ISIS-1525,2016-10-26T18:38:38.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/system/session/IsisSessionFactory.java|,25,26,26,
ISIS-1224,2016-10-28T07:42:56.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/actions/ActionParametersFormPanel.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/collectioncontents/multiple/CollectionContentsMultipleViewsPanel.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/ScalarPanelAbstract.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/reference/EntityLinkSelect2Panel.html|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/reference/ReferencePanel.html|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/reference/ReferencePanel.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/ObjectAdapterMementoProviderAbstract.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/breadcrumbs/BreadcrumbModel.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/breadcrumbs/BreadcrumbPanel.html|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/breadcrumbs/BreadcrumbPanel.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/select2/Select2BootstrapCssReference.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/select2/Select2ChoiceUtil.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/valuechoices/ValueChoicesSelect2Panel.html|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/valuechoices/ValueChoicesSelect2Panel.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/errors/ExceptionStackTracePanel.html|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/util/Components.java|,17,19,26,
ISIS-1470,2016-10-30T07:43:06.000+0000,STATUS|adocs/documentation/src/main/asciidoc/_release-notes_1.13.1.adoc|adocs/documentation/src/main/asciidoc/doap_isis.rdf|adocs/documentation/src/main/asciidoc/downloads.adoc|adocs/documentation/src/main/asciidoc/guides/_cgcom_post-release-unsuccessful.adoc|adocs/documentation/src/main/asciidoc/guides/_cgcom_verifying-releases.adoc|adocs/documentation/src/main/asciidoc/guides/_rgmvn_validate.adoc|adocs/documentation/src/main/asciidoc/guides/_tg_pet-clinic.adoc|adocs/documentation/src/main/asciidoc/guides/_tg_stop-scaffolding-start-coding.adoc|adocs/documentation/src/main/asciidoc/guides/_ugbtb_deployment_docker.adoc|adocs/documentation/src/main/asciidoc/guides/_ugfun_getting-started_simpleapp-archetype.adoc|adocs/documentation/src/main/asciidoc/index.html|adocs/documentation/src/main/asciidoc/release-notes.adoc|,25,26,27,
ISIS-1524,2016-11-06T13:47:59.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/services/memento/Dom4jUtil.java|core/runtime/src/test/java/org/apache/isis/core/runtime/services/memento/MementoServiceDefaultTest.java|,25,26,27,
ISIS-1496,2016-11-07T17:41:51.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/domainobject/auditing/AuditableFacetForDomainObjectAnnotation.java|,25,26,27,
ISIS-1533,2016-11-08T06:42:20.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/pages/bootstrap-overrides.css|,26,27,27,
ISIS-1541,2016-11-24T10:44:09.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/spec/feature/ObjectMember.java|,25,27,27,
ISIS-1545,2016-11-30T12:32:07.000+0000,core/applib/src/main/java/org/apache/isis/applib/services/queryresultscache/QueryResultsCache.java|,26,27,27,
ISIS-1556,2016-12-21T13:11:16.000+0000,example/application/simpleapp/application/src/main/java/domainapp/application/fixture/DomainAppFixtureScriptsSpecificationProvider.java|,27,28,28,
ISIS-1565,2017-01-09T22:12:45.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/actions/layout/ActionLayoutFacetFactory.java|,27,29,29,
ISIS-1566,2017-01-09T22:40:36.000+0000,adocs/documentation/src/main/asciidoc/guides/_ugodn_configuring_using-jndi-data-source.adoc|adocs/documentation/src/main/asciidoc/guides/_ugtst_integ-test-support_bootstrapping.adoc|,27,29,29,
ISIS-1478,2017-02-12T18:28:31.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/members/disabled/DisabledFacet.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/members/disabled/DisabledFacetAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/members/disabled/DisabledFacetAbstractImpl.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/domainobject/editing/EditingObjectsConfiguration.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/properties/disabled/fromimmutable/DisabledFacetOnPropertyDerivedFromImmutableFactory.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/properties/property/disabled/DisabledFacetForPropertyAnnotation.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/properties/property/disabled/DisabledFacetForPropertyAnnotationInvertedSemantics.java|core/metamodel/src/test/java/org/apache/isis/core/metamodel/facets/object/domainobject/DomainObjectAnnotationFacetFactoryTest.java|example/application/simpleapp/application/src/main/java/domainapp/application/manifest/DomainAppAppManifest.java|example/application/simpleapp/application/src/main/java/domainapp/application/manifest/DomainAppAppManifestBypassSecurity.java|example/application/simpleapp/application/src/main/java/domainapp/application/manifest/DomainAppAppManifestWithFixtures.java|example/application/simpleapp/application/src/main/java/domainapp/application/manifest/DomainAppAppManifestWithFixturesBypassSecurity.java|example/application/simpleapp/application/src/main/resources/domainapp/application/manifest/isis.properties|example/application/simpleapp/module-simple/src/main/java/domainapp/modules/simple/dom/impl/SimpleObject.java|example/application/simpleapp/module-simple/src/test/java/domainapp/modules/simple/integtests/SimpleModuleIntegTestAbstract.java|example/application/simpleapp/pom.xml|example/application/simpleapp/webapp/src/main/webapp/WEB-INF/isis.properties|example/application/simpleapp/webapp/src/main/webapp/WEB-INF/persistor.properties|example/application/simpleapp/webapp/src/main/webapp/WEB-INF/persistor_datanucleus.properties|,25,26,29,
ISIS-1577,2017-02-12T23:04:19.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/services/command/CommandDtoServiceInternalDefault.java|,28,29,29,
ISIS-1564,2017-02-12T23:21:02.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/pages/actionprompt/ActionPromptPage.java|,27,28,29,
ISIS-1574,2017-02-12T23:33:40.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/ObjectSpecificationAbstract.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/entity/fieldset/PropertyGroup.java|,27,29,29,
ISIS-1571,2017-02-13T11:32:20.000+0000,adocs/documentation/src/main/asciidoc/guides/_rgcfg_configuring-core.adoc|adocs/documentation/src/main/asciidoc/guides/_rgsvc_api_EmailService.adoc|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/actions/action/ActionChoicesForCollectionParameterFacetFactory.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/domainobject/DomainObjectAnnotationFacetFactory.java|core/metamodel/src/main/java/org/apache/isis/progmodels/dflt/ProgrammingModelFacetsJava5.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/session/IsisSessionFactoryBuilder.java|,28,29,29,
ISIS-1578,2017-02-13T15:33:50.000+0000,adocs/documentation/src/main/asciidoc/guides/_rgcfg_configuring-core.adoc|adocs/documentation/src/main/asciidoc/guides/_rgcms_methods_prefixes_disable.adoc|adocs/documentation/src/main/asciidoc/guides/_rgcms_methods_prefixes_hide.adoc|adocs/documentation/src/main/asciidoc/guides/_ugbtb_decoupling_mixins.adoc|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/MethodPrefixBasedFacetFactoryAbstract.java|example/application/simpleapp/application/src/main/resources/domainapp/application/manifest/isis.properties|,28,29,29,
ISIS-1570,2017-02-14T22:38:26.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/pages/bootstrap-overrides.css|,28,29,29,
ISIS-1602,2017-04-20T10:35:16.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/ObjectSpecificationAbstract.java|,29,30,30,
ISIS-1607,2017-04-27T15:43:38.000+0000,example/application/simpleapp/webapp/src/main/webapp/swagger-ui/index.html|,29,30,30,
ISIS-1609,2017-05-05T16:26:48.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/recreatable/DisabledFacetOnCollectionDerivedFromRecreatableObject.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/recreatable/DisabledFacetOnCollectionDerivedFromViewModelFacetFactory.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/recreatable/DisabledFacetOnPropertyDerivedFromRecreatableObject.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/recreatable/DisabledFacetOnPropertyDerivedFromRecreatableObjectFacetFactory.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/recreatable/RecreatableObjectFacetAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/recreatable/RecreatableObjectFacetForXmlRootElementAnnotation.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/recreatable/Util.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/viewmodel/ViewModelFacet.java|,29,30,30,
ISIS-1605,2017-05-05T17:34:48.000+0000,adocs/documentation/src/main/asciidoc/guides/ugfun/_ugfun_programming-model_view-models_jaxb.adoc|adocs/documentation/src/main/asciidoc/guides/ugfun/_ugfun_programming-model_view-models_jaxb_joda-datatypes.adoc|,29,30,30,
ISIS-1595,2017-05-06T11:06:06.000+0000,adocs/documentation/src/main/asciidoc/migration-notes/_migration-notes_1.14.0-to-1.15.0.adoc|,29,30,30,
ISIS-1606,2017-05-09T18:51:09.000+0000,example/application/simpleapp/webapp/pom.xml|,29,30,30,
ISIS-1615,2017-05-17T05:47:36.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/actionmenu/entityactions/AdditionalLinksPanel.java|,29,30,30,
ISIS-1618,2017-05-24T07:16:35.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/layout/bs3/col/Col.java|,29,30,31,
ISIS-1619,2017-05-27T07:36:39.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/linkandlabel/ActionLink.java|,29,30,30,
ISIS-1626,2017-05-27T07:37:31.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/spec/feature/ObjectAction.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/persistence/PersistenceSession.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/actionmenu/serviceactions/CssMenuItem.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/actionmenu/serviceactions/ServiceActionUtil.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/linkandlabel/ActionLink.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/linkandlabel/ActionLinkFactoryAbstract.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/pages/bootstrap-overrides.css|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/panels/PanelUtil.java|,29,30,30,
ISIS-1625,2017-05-27T07:37:44.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/spec/feature/ObjectAction.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/actionmenu/serviceactions/CssMenuItem.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/actionmenu/serviceactions/ServiceActionUtil.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/pages/bootstrap-overrides.css|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/panels/PanelUtil.java|,29,30,30,
ISIS-1642,2017-07-07T09:00:00.000+0000,adocs/documentation/src/main/asciidoc/guides/ugvw/_ugvw_configuration-properties.adoc|,29,30,30,
ISIS-1650,2017-07-17T11:25:14.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/members/disabled/DisabledFacetAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/recreatable/DisabledFacetOnCollectionDerivedFromRecreatableObject.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/recreatable/DisabledFacetOnPropertyDerivedFromRecreatableObject.java|,29,30,30,
ISIS-1657,2017-07-19T09:10:08.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/actionmenu/entityactions/AdditionalLinksAsDropDownPanel.html|,29,30,30,
ISIS-1648,2017-07-19T13:16:19.000+0000,core/viewer-wicket-model/src/main/java/org/apache/isis/viewer/wicket/model/models/ActionModel.java|core/viewer-wicket-model/src/main/java/org/apache/isis/viewer/wicket/model/models/BookmarkTreeNode.java|core/viewer-wicket-model/src/main/java/org/apache/isis/viewer/wicket/model/models/BookmarkableModel.java|core/viewer-wicket-model/src/main/java/org/apache/isis/viewer/wicket/model/models/BookmarkedPagesModel.java|core/viewer-wicket-model/src/main/java/org/apache/isis/viewer/wicket/model/models/EntityModel.java|core/viewer-wicket-model/src/main/java/org/apache/isis/viewer/wicket/model/models/EntityModelForReference.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/breadcrumbs/BreadcrumbPanel.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/zclip/ZeroClipboardPanel.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/pages/bootstrap-overrides.css|,29,30,30,
ISIS-1667,2017-07-30T16:56:22.000+0000,core/viewer-wicket-model/src/main/java/org/apache/isis/viewer/wicket/model/models/ActionModel.java|,29,30,30,
ISIS-1600,2017-07-31T10:21:42.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/actions/action/ActionChoicesForCollectionParameterFacetFactory.java|,29,30,30,
ISIS-1631,2017-07-31T14:10:22.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/services/metamodel/DomainMemberDefault.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/spec/Hierarchical.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/ObjectSpecificationAbstract.java|core/metamodel/src/main/java/org/apache/isis/objectstore/jdo/metamodel/facets/object/query/JdoQueryAnnotationFacetFactory.java|core/metamodel/src/test/java/org/apache/isis/core/metamodel/testspec/ObjectSpecificationStub.java|,29,30,30,
ISIS-1608,2017-07-31T15:04:18.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/validator/MetaModelValidatorVisiting.java|,29,30,30,
ISIS-1551,2017-07-31T15:31:06.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/system/session/IsisSessionFactory.java|,26,27,30,
ISIS-1649,2017-07-31T15:58:55.000+0000,adocs/documentation/src/main/asciidoc/guides/ugsec/_ugsec_hints-and-tips.adoc|adocs/documentation/src/main/asciidoc/guides/ugsec/_ugsec_hints-and-tips_run-as.adoc|,29,30,30,
ISIS-1596,2017-07-31T16:07:18.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facetapi/FeatureType.java|,29,30,30,
ISIS-1676,2017-08-01T15:27:02.000+0000,adocs/documentation/src/main/asciidoc/guides/rgcms/_rgcms_classes_mixins_Dto.adoc|adocs/documentation/src/main/asciidoc/guides/ugfun/_ugfun_programming-model_mixins_inferred-name.adoc|adocs/documentation/src/main/asciidoc/guides/ugfun/_ugfun_programming-model_mixins_nested-static-classes.adoc|,29,30,30,
ISIS-1690,2017-08-06T06:20:49.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/collectioncontents/ajaxtable/IsisAjaxFallbackDataTable.java|,29,30,30,
ISIS-1711,2017-09-07T11:20:47.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/ScalarPanelSelect2Abstract.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/reference/ReferencePanel.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/valuechoices/ValueChoicesSelect2Panel.java|,29,31,31,
ISIS-1713,2017-09-14T10:32:56.000+0000,core/pom.xml|,30,31,31,
ISIS-1715,2017-09-15T11:08:33.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/domainservice/DomainServiceMenuOrder.java|core/metamodel/src/test/java/org/apache/isis/core/metamodel/facets/object/domainservice/DomainServiceMenuOrder_UnitTest.java|,30,31,31,
ISIS-1716,2017-09-15T16:16:32.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/system/transaction/IsisTransactionManager.java|,30,31,31,
ISIS-1699,2017-09-21T08:29:38.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/entity/icontitle/EntityIconAndTitlePanel.java|,30,31,31,
ISIS-1466,2017-09-21T10:42:34.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/collectioncontents/ajaxtable/CollectionContentsAsAjaxTablePanel.java|,25,26,31,
ISIS-1731,2017-09-21T10:42:51.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/ScalarPanelAbstract2.java|,30,31,31,
ISIS-1738,2017-10-26T08:31:00.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/spec/feature/ObjectMember.java|,30,31,32,
ISIS-1770,2017-11-06T12:23:46.000+0000,core/applib/src/main/java/org/apache/isis/applib/layout/component/ActionLayoutData.java|core/applib/src/main/java/org/apache/isis/applib/layout/component/CollectionLayoutData.java|core/applib/src/main/java/org/apache/isis/applib/layout/component/DomainObjectLayoutData.java|core/applib/src/main/java/org/apache/isis/applib/layout/component/PropertyLayoutData.java|core/applib/src/main/java/org/apache/isis/applib/layout/links/LinkData.java|core/applib/src/main/java/org/apache/isis/applib/layout/links/package-info.java|core/applib/src/main/java/org/apache/isis/applib/layout/menus/ActionLayoutData.java|core/viewer-restfulobjects-applib/src/main/java/org/apache/isis/viewer/restfulobjects/applib/Rel.java|core/viewer-restfulobjects-applib/src/main/java/org/apache/isis/viewer/restfulobjects/applib/RepresentationType.java|core/viewer-restfulobjects-applib/src/main/java/org/apache/isis/viewer/restfulobjects/applib/RestfulMediaType.java|core/viewer-restfulobjects-applib/src/main/java/org/apache/isis/viewer/restfulobjects/applib/domainobjects/DomainObjectResource.java|core/viewer-restfulobjects-applib/src/main/java/org/apache/isis/viewer/restfulobjects/applib/domaintypes/DomainTypeResource.java|core/viewer-restfulobjects-applib/src/main/java/org/apache/isis/viewer/restfulobjects/applib/menubars/MenuBarsResource.java|core/viewer-restfulobjects-applib/src/test/java/org/apache/isis/viewer/restfulobjects/applib/Rel_getName_Test.java|core/viewer-restfulobjects-rendering/src/main/java/org/apache/isis/viewer/restfulobjects/rendering/domainobjects/DomainObjectReprRenderer.java|core/viewer-restfulobjects-rendering/src/main/java/org/apache/isis/viewer/restfulobjects/rendering/domainobjects/InvokeKeys.java|core/viewer-restfulobjects-rendering/src/main/java/org/apache/isis/viewer/restfulobjects/rendering/domaintypes/DomainTypeReprRenderer.java|core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/resources/DomainObjectResourceServerside.java|core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/resources/DomainTypeResourceServerside.java|core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/resources/MenuBarsResourceServerside.java|core/viewer-restfulobjects-server/src/main/java/org/apache/isis/viewer/restfulobjects/server/resources/serialization/SerializationStrategy.java|,31,32,32,
ISIS-1698,2017-11-13T12:07:26.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/layout/bs3/col/Col.java|,30,31,32,
