Bug ID,Bug Resolution Date,Classes Touched by Fix,Earliest AV,Version of Ticket Creation,Version of Fix
QPIDJMS-179,2016-05-24T18:58:54.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/util/IdGenerator.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/util/IdGeneratorTest.java|,8,10,10
QPIDJMS-335,2017-10-16T15:17:43.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/sasl/AbstractScramSHAMechanism.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/sasl/ScramSHA1MechanismTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/sasl/ScramSHA256MechanismTest.java|,19,20,20
QPIDJMS-336,2017-10-13T16:31:38.000+0000,qpid-jms-client/src/test/java/org/apache/qpid/jms/provider/failover/FailoverProviderTest.java|,19,20,20
QPIDJMS-330,2017-09-29T11:31:22.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/builders/AmqpConnectionBuilder.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/test/testpeer/TestAmqpPeer.java|,18,19,19
QPIDJMS-451,2019-04-03T15:32:27.000+0000,qpid-jms-client/src/test/java/org/apache/qpid/jms/integration/SessionIntegrationTest.java|,30,34,34
QPIDJMS-331,2017-09-29T11:31:33.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/builders/AmqpConnectionBuilder.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/test/testpeer/TestAmqpPeer.java|,18,19,19
QPIDJMS-178,2016-05-25T18:12:21.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/AmqpConsumer.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/message/AmqpJmsMessageBuilder.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/message/AmqpJmsObjectMessageFacade.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/message/AmqpMessageSupport.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/message/AmqpSerializedObjectDelegate.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/message/AmqpTypedObjectDelegate.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/provider/amqp/message/AmqpJmsMessageBuilderTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/provider/amqp/message/AmqpJmsMessageTypesTestCase.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/provider/amqp/message/AmqpJmsObjectMessageFacadeTest.java|,9,10,10
QPIDJMS-292,2017-05-11T10:55:06.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/JmsMessageConsumer.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/meta/JmsConsumerInfo.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/AmqpConsumer.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/integration/ConsumerIntegrationTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/integration/QueueBrowserIntegrationTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/integration/TransactionsIntegrationTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/meta/JmsConsumerInfoTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/meta/JmsDefaultResourceVisitorTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/provider/amqp/AmqpSubscriptionTrackerTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/provider/amqp/message/AmqpCodecTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/provider/amqp/message/AmqpJmsMessageTypesTestCase.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/provider/failover/FailoverProviderTestSupport.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/test/testpeer/TestAmqpPeer.java|,15,16,16
QPIDJMS-172,2016-04-15T15:01:16.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/failover/FailoverProvider.java|,9,10,10
QPIDJMS-293,2017-05-16T14:09:13.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/transports/netty/NettyWsTransport.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/transports/netty/NettyServer.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/transports/netty/NettyTcpTransportTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/transports/netty/NettyWsTransportTest.java|,16,17,17
QPIDJMS-294,2017-08-04T20:35:07.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/AmqpSaslAuthenticator.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/sasl/AbstractScramSHAMechanism.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/sasl/CramMD5Mechanism.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/provider/amqp/AmqpSaslAuthenticatorTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/sasl/AbstractScramSHAMechanismTestBase.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/sasl/CramMD5MechanismTest.java|,16,17,17
QPIDJMS-290,2017-05-16T14:08:48.000+0000,qpid-jms-client/src/test/java/org/apache/qpid/jms/transports/netty/NettyWsTransportTest.java|,15,16,16
QPIDJMS-209,2016-09-21T17:55:53.000+0000,qpid-jms-client/src/test/java/org/apache/qpid/jms/producer/JmsMessageProducerTest.java|,11,12,12
QPIDJMS-205,2016-09-05T15:39:59.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/transports/netty/NettyTcpTransport.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/transports/netty/NettyEchoServer.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/transports/netty/NettyServer.java|,10,11,11
QPIDJMS-326,2017-09-29T11:30:48.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/builders/AmqpConnectionBuilder.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/integration/IntegrationTestFixture.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/integration/SubscriptionsIntegrationTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/test/testpeer/TestAmqpPeer.java|,18,19,19
QPIDJMS-208,2016-09-20T15:32:15.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/JmsConnectionFactory.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/JmsConnectionFactoryTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/SerializationTestSupport.java|,11,12,12
QPIDJMS-201,2016-09-01T15:42:16.000+0000,qpid-jms-client/src/test/java/org/apache/qpid/jms/integration/ConsumerIntegrationTest.java|,10,11,13
QPIDJMS-289,2017-04-28T17:31:30.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/JmsSession.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/message/JmsMessage.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/message/JmsMessagePropertyIntercepter.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/message/facade/JmsMessageFacade.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/AmqpFixedProducer.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/message/AmqpJmsMessageFacade.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/integration/MessageIntegrationTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/integration/ProducerIntegrationTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/message/JmsMessagePropertyIntercepterTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/message/facade/test/JmsTestMessageFacade.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/producer/JmsProducerTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/provider/amqp/message/AmqpJmsMessageFacadeTest.java|,15,16,16
QPIDJMS-322,2017-09-15T16:36:10.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/AmqpProvider.java|,17,18,18
QPIDJMS-169,2016-04-05T18:04:55.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/sasl/PlainMechanism.java|,8,9,9
QPIDJMS-204,2016-09-01T18:40:31.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/JmsMessageConsumer.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/JmsMessageProducer.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/JmsSession.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/integration/ProducerIntegrationTest.java|,10,11,11
QPIDJMS-320,2017-09-18T16:40:07.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/selector/SelectorParser.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/util/LRUCache.java|,17,18,18
QPIDJMS-288,2017-04-26T16:47:40.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/JmsConnection.java|,15,16,16
QPIDJMS-160,2016-03-23T17:49:09.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/JmsConnection.java|,6,9,9
QPIDJMS-282,2017-03-31T17:07:22.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/AmqpProvider.java|qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/builders/AmqpResourceBuilder.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/integration/ConnectionIntegrationTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/test/testpeer/TestAmqpPeer.java|,14,15,15
QPIDJMS-284,2017-04-06T17:20:18.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/builders/AmqpConsumerBuilder.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/integration/SessionIntegrationTest.java|,13,15,15
QPIDJMS-95,2015-08-24T14:36:57.000+0000,qpid-jms-client/src/test/java/org/apache/qpid/jms/test/testpeer/TestAmqpPeer.java|,4,5,5
QPIDJMS-94,2015-08-24T14:37:19.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/failover/FailoverProvider.java|,4,5,5
QPIDJMS-93,2015-08-19T19:54:30.000+0000,qpid-jms-interop-tests/qpid-jms-activemq-tests/src/test/java/org/apache/qpid/jms/producer/JmsProducerFlowControlFailIfNoSpaceTest.java|,1,5,5
QPIDJMS-438,2018-12-12T17:33:41.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/JmsSession.java|,32,33,33
QPIDJMS-234,2016-12-12T18:25:43.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/amqp/builders/AmqpTransactionCoordinatorBuilder.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/integration/TransactionsIntegrationTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/test/testpeer/TestAmqpPeer.java|,12,13,13
QPIDJMS-114,2015-09-24T10:07:55.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/failover/FailoverProvider.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/provider/failover/FailoverIntegrationTest.java|,5,6,6
QPIDJMS-115,2015-09-24T09:59:36.000+0000,qpid-jms-client/src/main/java/org/apache/qpid/jms/provider/failover/FailoverProvider.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/integration/SessionIntegrationTest.java|qpid-jms-client/src/test/java/org/apache/qpid/jms/provider/failover/FailoverIntegrationTest.java|,5,6,6
