Bug ID,Version Index,Version Name,Days from Version to Ticket Creation,LOC touched from Version to Ticket Creation,Bugginess
TINKERPOP-1196,1,3.0.0-incubating,230,1122,No
TINKERPOP-1196,2,3.0.1-incubating,182,981,No
TINKERPOP-1196,3,3.0.2-incubating,135,892,No
TINKERPOP-1196,4,3.1.0-incubating,107,835,No
TINKERPOP-1196,5,3.1.1-incubating,23,98,Yes
TINKERPOP-2044,1,3.0.0-incubating,1166,13874,No
TINKERPOP-2044,2,3.0.1-incubating,1118,13621,No
TINKERPOP-2044,3,3.0.2-incubating,1071,13363,No
TINKERPOP-2044,4,3.1.0-incubating,1043,13161,No
TINKERPOP-2044,5,3.1.1-incubating,959,11954,No
TINKERPOP-2044,6,3.1.2-incubating,899,10260,No
TINKERPOP-2044,7,3.2.1,798,5313,No
TINKERPOP-2044,8,3.2.2,748,4686,No
TINKERPOP-2044,9,3.2.3,707,4054,No
TINKERPOP-2044,10,3.2.4,593,3170,No
TINKERPOP-2044,11,3.1.7,469,2549,No
TINKERPOP-2044,12,3.2.6,399,2044,No
TINKERPOP-2044,13,3.3.1,281,1282,No
TINKERPOP-2044,14,3.3.2,175,1148,No
TINKERPOP-2044,15,3.2.9,139,870,Yes
TINKERPOP-1511,1,3.0.0-incubating,458,3019,No
TINKERPOP-1511,2,3.0.1-incubating,410,2890,No
TINKERPOP-1511,3,3.0.2-incubating,363,2801,No
TINKERPOP-1511,4,3.1.0-incubating,335,2744,No
TINKERPOP-1511,5,3.1.1-incubating,251,2007,No
TINKERPOP-1511,6,3.1.2-incubating,191,1512,No
TINKERPOP-1511,7,3.2.1,90,986,No
TINKERPOP-1511,8,3.2.2,40,263,Yes
TINKERPOP-1874,1,3.0.0-incubating,917,15908,No
TINKERPOP-1874,2,3.0.1-incubating,869,15888,No
TINKERPOP-1874,3,3.0.2-incubating,822,15825,No
TINKERPOP-1874,4,3.1.0-incubating,794,15825,No
TINKERPOP-1874,5,3.1.1-incubating,710,15797,No
TINKERPOP-1874,6,3.1.2-incubating,650,15569,No
TINKERPOP-1874,7,3.2.1,549,15001,No
TINKERPOP-1874,8,3.2.2,499,14966,No
TINKERPOP-1874,9,3.2.3,458,10076,No
TINKERPOP-1874,10,3.2.4,344,3629,No
TINKERPOP-1874,11,3.1.7,220,3274,No
TINKERPOP-1874,12,3.2.6,150,3028,No
TINKERPOP-1874,13,3.3.1,32,105,Yes
TINKERPOP-1992,1,3.0.0-incubating,1072,8982,No
TINKERPOP-1992,2,3.0.1-incubating,1024,8668,No
TINKERPOP-1992,3,3.0.2-incubating,977,7463,No
TINKERPOP-1992,4,3.1.0-incubating,949,7267,No
TINKERPOP-1992,5,3.1.1-incubating,865,6332,No
TINKERPOP-1992,6,3.1.2-incubating,805,3786,No
TINKERPOP-1992,7,3.2.1,704,2860,No
TINKERPOP-1992,8,3.2.2,654,2665,No
TINKERPOP-1992,9,3.2.3,613,2345,No
TINKERPOP-1992,10,3.2.4,499,1504,No
TINKERPOP-1992,11,3.1.7,375,1177,No
TINKERPOP-1992,12,3.2.6,305,956,No
TINKERPOP-1992,13,3.3.1,187,334,No
TINKERPOP-1992,14,3.3.2,81,246,No
TINKERPOP-1992,15,3.2.9,45,98,Yes
TINKERPOP-1872,1,3.0.0-incubating,915,5665,No
TINKERPOP-1872,2,3.0.1-incubating,867,5536,No
TINKERPOP-1872,3,3.0.2-incubating,820,5211,No
TINKERPOP-1872,4,3.1.0-incubating,792,5123,No
TINKERPOP-1872,5,3.1.1-incubating,708,3937,No
TINKERPOP-1872,6,3.1.2-incubating,648,2806,No
TINKERPOP-1872,7,3.2.1,547,2447,No
TINKERPOP-1872,8,3.2.2,497,2280,No
TINKERPOP-1872,9,3.2.3,456,1774,No
TINKERPOP-1872,10,3.2.4,342,1380,No
