Bug ID,Version Index,Version Name,Days from Version to Ticket Creation,LOC touched from Version to Ticket Creation,Bugginess
AMQCPP-529,1,1.0,2602,26569,No
AMQCPP-529,2,2.1.2,2592,26569,No
AMQCPP-529,3,1.1,2526,26569,No
AMQCPP-529,4,2.0,2448,26569,No
AMQCPP-529,5,2.0.1,2429,26569,No
AMQCPP-529,6,2.1,2345,26569,No
AMQCPP-529,7,2.1.1,2258,26569,No
AMQCPP-529,8,2.1.3,2217,26569,No
AMQCPP-529,9,2.2,2019,26569,No
AMQCPP-529,10,2.2.1,1940,26569,No
AMQCPP-529,11,2.2.2,1863,26569,No
AMQCPP-529,12,2.2.3,1815,26569,No
AMQCPP-529,13,2.2.4,1780,26569,No
AMQCPP-529,14,2.2.5,1743,26569,No
AMQCPP-529,15,2.2.6,1691,26559,No
AMQCPP-529,16,3.0,1665,25617,No
AMQCPP-529,17,3.0.1,1643,25617,No
AMQCPP-529,18,3.1,1472,21986,No
AMQCPP-529,19,3.1.1,1384,18677,No
AMQCPP-529,20,3.1.2,1376,18675,No
AMQCPP-529,21,3.1.3,1307,17527,No
AMQCPP-529,22,3.2.0,1293,15208,No
AMQCPP-529,23,3.2.1,1280,15208,No
AMQCPP-529,24,3.2.2,1252,13568,No
AMQCPP-529,25,3.2.3,1208,13562,No
AMQCPP-529,26,3.2.4,1119,13560,No
AMQCPP-529,27,3.2.5,1034,13544,No
AMQCPP-529,28,3.3.0,991,13534,No
AMQCPP-529,29,3.4.0,978,13534,No
AMQCPP-529,30,3.4.1,745,10064,No
AMQCPP-529,31,3.4.2,615,9367,No
AMQCPP-529,32,3.4.3,565,9020,No
AMQCPP-529,33,3.4.4,552,9020,No
AMQCPP-529,34,3.4.5,447,7142,No
AMQCPP-529,35,3.5.0,376,5078,No
AMQCPP-529,36,3.6.0,299,3091,No
AMQCPP-529,37,3.7.0,229,1128,No
AMQCPP-529,38,3.7.1,169,1087,No
AMQCPP-529,39,3.8.0,114,1087,No
AMQCPP-529,40,3.8.1,104,1087,Yes
AMQCPP-529,41,3.8.2,22,0,Yes
AMQCPP-403,1,1.0,2007,53,No
AMQCPP-403,2,2.1.2,1997,53,No
AMQCPP-403,3,1.1,1931,53,No
AMQCPP-403,4,2.0,1853,53,No
AMQCPP-403,5,2.0.1,1834,53,No
AMQCPP-403,6,2.1,1750,53,No
AMQCPP-403,7,2.1.1,1663,53,No
AMQCPP-403,8,2.1.3,1622,53,No
AMQCPP-403,9,2.2,1424,53,No
AMQCPP-403,10,2.2.1,1345,53,No
AMQCPP-403,11,2.2.2,1268,53,No
AMQCPP-403,12,2.2.3,1220,53,No
AMQCPP-403,13,2.2.4,1185,53,No
AMQCPP-403,14,2.2.5,1148,53,No
AMQCPP-403,15,2.2.6,1096,53,No
AMQCPP-403,16,3.0,1070,53,No
AMQCPP-403,17,3.0.1,1048,53,No
AMQCPP-403,18,3.1,877,53,No
AMQCPP-403,19,3.1.1,789,30,No
AMQCPP-403,20,3.1.2,781,30,No
AMQCPP-403,21,3.1.3,712,30,No
AMQCPP-403,22,3.2.0,698,30,No
AMQCPP-403,23,3.2.1,685,30,No
AMQCPP-403,24,3.2.2,657,30,No
AMQCPP-403,25,3.2.3,613,30,No
AMQCPP-403,26,3.2.4,524,30,No
AMQCPP-403,27,3.2.5,439,28,No
AMQCPP-403,28,3.3.0,396,28,No
AMQCPP-403,29,3.4.0,383,28,No
AMQCPP-403,30,3.4.1,150,28,No
AMQCPP-403,31,3.4.2,20,28,Yes
AMQCPP-404,1,1.0,2009,121051,No
AMQCPP-404,2,2.1.2,1999,121051,No
AMQCPP-404,3,1.1,1933,121051,No
AMQCPP-404,4,2.0,1855,121051,No
AMQCPP-404,5,2.0.1,1836,121051,No
AMQCPP-404,6,2.1,1752,121051,No
AMQCPP-404,7,2.1.1,1665,121051,No
